code,name,type,report_date,pre_eps,range
603660,苏州科达,预增,2017-08-18,0.1183,0
002755,东方新星,预增,2017-08-18,0.01,20%~70%
002241,歌尔股份,预升,2017-08-18,0.68,30%~50%
002237,恒邦股份,预增,2017-08-18,0.21,50%~80%
002347,泰尔股份,预升,2017-08-18,0.0297,-30%~20%
002482,广田集团,预升,2017-08-18,0.19,10%~50%
002642,荣之联,预升,2017-08-18,0.0894,-30%~20%
002097,山河智能,预增,2017-08-18,0.0454,200%~250%
002776,柏堡龙,预升,2017-08-18,0.38,10%~20%
002870,香山股份,预升,2017-08-18,0.0,-20%~20%
000925,众合科技,预盈,2017-08-18,-0.0819,206.77%~222.02%
002105,信隆健康,预增,2017-08-18,0.06,80%~130%
002419,天虹股份,预升,2017-08-18,0.45,0%~50%
002820,桂发祥,预升,2017-08-18,0.81,-10%~10%
000713,丰乐种业,预亏,2017-08-18,-0.2611,-5%~43.46%
002791,坚朗五金,预升,2017-08-18,0.92,0%~20%
002843,泰嘉股份,预升,2017-08-18,0.27,10%~25%
002833,弘亚数控,预增,2017-08-18,1.2,41.58%~66.57%
002365,永安药业,预增,2017-08-18,0.2703,110%~160%
002694,顾地科技,预升,2017-08-18,0.04,-25%~25%
002326,永太科技,预增,2017-08-18,0.154,150%~180%
002511,中顺洁柔,预升,2017-08-18,0.3721,20%~50%
002321,华英农业,预降,2017-08-18,0.1723,-78.27%~-45.69%
300692,中环环保,预升,2017-08-18,0.0,30%~50%
002891,中宠股份,预升,2017-08-18,0.0,5%~20%
002859,洁美科技,预增,2017-08-18,0.0,40%~60%
002733,雄韬股份,预升,2017-08-18,0.3,-25%~25%
002466,天齐锂业,预升,2017-08-18,1.2229,17.16%~26.3%
002426,胜利精密,预降,2017-08-18,0.1999,-38.04%~-24.27%
002568,百润股份,预盈,2017-08-18,-0.12,0
600758,红阳能源,预盈,2017-08-18,-0.2289,0
300102,乾照光电,预增,2017-08-18,0.0319,553.75%~580.43%
002428,云南锗业,预盈,2017-08-18,-0.088,0
002440,闰土股份,预增,2017-08-18,0.57,36.2%~58.9%
600280,中央商场,预增,2017-08-18,0.07,0
002287,奇正藏药,预升,2017-08-17,0.4959,0%~30%
002258,利尔化学,预增,2017-08-17,0.26,40%~70%
002643,万润股份,预升,2017-08-17,0.73,20%~50%
600727,鲁北化工,0,2017-08-17,0.05,50%
002813,路畅科技,预升,2017-08-17,0.3212,-35%~5%
600251,冠农股份,0,2017-08-17,0.0155,500%
002738,中矿资源,预升,2017-08-17,0.16,0%~30%
002530,金财互联,预增,2017-08-17,0.038,1316.26%~1443.58%
002206,海利得,预升,2017-08-17,0.5,10%~30%
002278,神开股份,减亏,2017-08-17,-0.18,0
002012,凯恩股份,预盈,2017-08-17,-0.03,0
002786,银宝山新,预升,2017-08-17,0.28,-48.15%~0.74%
002810,山东赫达,预升,2017-08-17,0.5,0%~30%
002757,南兴装备,预增,2017-08-17,0.4138,50%~80%
600890,中房股份,预亏,2017-08-17,-0.034,0
300055,万邦达,预增,2017-08-17,0.2465,48.99%~57.63%
300366,创意信息,预增,2017-08-17,0.1293,133.38%~154.28%
002121,科陆电子,预增,2017-08-17,0.0587,200%~250%
300562,乐心医疗,预亏,2017-08-17,0.0,-111.99%~-103.2%
603557,起步股份,预盈,2017-08-17,0.0,0
603129,春风动力,预增,2017-08-17,0.0,35%~55%
000731,四川美丰,预盈,2017-08-16,-0.1764,0
002759,天际股份,预增,2017-08-16,0.1655,300%~350%
000830,鲁西化工,预增,2017-08-16,0.062,317.87%~373.59%
002320,海峡股份,预增,2017-08-16,0.32,35%~85%
002077,大港股份,预降,2017-08-16,0.04,-100%~-26.16%
002080,中材科技,预增,2017-08-16,0.4543,50%~100%
002653,海思科,预降,2017-08-16,0.29,-50%~-20%
603330,上海天洋,预减,2017-08-16,0.0,0
002536,西泵股份,预增,2017-08-16,0.24,90%~130%
002758,华通医药,预升,2017-08-16,0.21,10%~40%
002046,轴研科技,减亏,2017-08-16,-0.131,0
002345,潮宏基,预升,2017-08-16,0.23,0%~30%
002445,中南文化,预增,2017-08-16,0.18,50%~100%
002805,丰元股份,预升,2017-08-16,0.23,18.59%~46.83%
002166,莱茵生物,预增,2017-08-16,0.1,80%~130%
002069,獐子岛,预增,2017-08-16,0.0448,135.61%~167.02%
603776,永安行,预盈,2017-08-16,0.0,0
002253,川大智胜,预升,2017-08-16,0.0916,0%~15%
002267,陕天然气,预降,2017-08-16,0.372,-45%~-20%
002673,西部证券,预警,2017-08-16,0.33,0
603725,天安新材,预升,2017-08-16,0.0,1.14%~5.23%
603527,众源新材,预升,2017-08-16,0.0,5%~10%
002896,中大力德,预增,2017-08-16,0.0,57.42%~68.41%
002756,永兴特钢,预升,2017-08-15,0.57,0%~30%
002297,博云新材,减亏,2017-08-15,-0.0641,0
002033,丽江旅游,预升,2017-08-15,0.4954,-30%~10%
600217,中再资环,预增,2017-08-15,0.05,0
002221,东华能源,预增,2017-08-15,0.26,100%~150%
601388,怡球资源,预警,2017-08-15,-0.003,0
002196,方正电机,预升,2017-08-15,0.28,15%~35%
600740,山西焦化,预盈,2017-08-15,-0.0403,0
002342,巨力索具,预升,2017-08-15,0.021,0%~20%
002188,巴士在线,预增,2017-08-15,0.09,267.95%~315.78%
002493,荣盛石化,预升,2017-08-15,0.48,13.99%~30.27%
002438,江苏神通,预升,2017-08-15,0.15,-10%~20%
002398,建研集团,预升,2017-08-15,0.37,0%~30%
002198,嘉应制药,预降,2017-08-15,0.0402,-48%~-25%
002648,卫星石化,预增,2017-08-15,0.1242,565.26%~625.74%
002519,银河电子,预降,2017-08-15,0.4,-40%~0%
002512,达华智能,预升,2017-08-15,0.0571,-30%~20%
002395,双象股份,预升,2017-08-15,0.1349,-45%~5%
002610,爱康科技,预增,2017-08-15,0.02,59.41%~127.73%
002524,光正集团,预亏,2017-08-15,-0.08,0
600171,上海贝岭,预增,2017-08-15,0.058,0
002501,利源精制,预升,2017-08-15,0.44,5%~25%
002488,金固股份,预盈,2017-08-15,-0.11,0
002061,江山化工,预增,2017-08-15,0.075,500.79%~620.95%
002884,凌霄泵业,预升,2017-08-15,0.0,-5.93%~12.88%
002802,洪汇新材,预增,2017-08-15,0.44,25%~55%
002186,全聚德,预升,2017-08-15,0.4204,-15%~15%
002450,康得新,预升,2017-08-15,0.4393,30%~40%
603637,镇海股份,预减,2017-08-15,0.63,0
002790,瑞尔特,预升,2017-08-15,0.76,-10%~20%
603500,祥和实业,预升,2017-08-15,0.0,5%~15%
603183,建研院,预升,2017-08-15,0.0,4.34%~9.89%
002572,索菲亚,预升,2017-08-14,0.92,30%~50%
300698,万马科技,预升,2017-08-14,0.0,0.24%~6.71%
002879,长缆科技,预升,2017-08-14,0.0,4.17%~27.32%
002740,爱迪尔,预增,2017-08-14,0.13,50%~100%
600396,金山股份,预亏,2017-08-12,0.1405,0
600308,华泰股份,预增,2017-08-12,0.102,0
002780,三夫户外,预减,2017-08-12,0.14,-130%~-80%
002521,齐峰新材,预升,2017-08-12,0.19,10%~50%
002742,三圣股份,预增,2017-08-12,0.36,90%~120%
002547,春兴精工,预降,2017-08-12,0.13,-60%~-30%
600966,博汇纸业,预增,2017-08-12,0.0801,0
300313,天山生物,预盈,2017-08-12,-0.293,103.46%~108.65%
300569,天能重工,预降,2017-08-12,2.4422,-54.99%~-42.9%
002194,武汉凡谷,预亏,2017-08-12,-0.0134,0
002523,天桥起重,预升,2017-08-12,0.08,10%~40%
000166,申万宏源,预警,2017-08-12,0.19,0
002006,精功科技,预降,2017-08-12,0.12,-46.88%~-33.6%
600680,*ST上普,预亏,2017-08-12,-0.1,0
002138,顺络电子,预升,2017-08-12,0.36,-10%~10%
002477,雏鹰农牧,预升,2017-08-12,0.2254,-9.42%~14.64%
002310,东方园林,预增,2017-08-11,0.21,50%~80%
002274,华昌化工,预增,2017-08-11,0.0259,21.48%~82.23%
600071,凤凰光学,预亏,2017-08-11,-0.2047,0
603933,睿能科技,预增,2017-08-11,0.0,60%~80%
002146,荣盛发展,预升,2017-08-11,0.5,10%~30%
002442,龙星化工,预增,2017-08-11,0.0306,240%~308%
300105,龙源技术,减亏,2017-08-11,-0.11,55.01%~63.32%
002731,萃华珠宝,预增,2017-08-11,0.17,82.41%~129.99%
002226,江南化工,预增,2017-08-11,0.0799,40%~70%
002837,英维克,预升,2017-08-11,0.0,0%~30%
002515,金字火腿,预增,2017-08-11,0.03,568.5%~616.25%
002564,天沃科技,预盈,2017-08-11,-0.0754,0
600230,沧州大化,预增,2017-08-11,0.2812,0
002408,齐翔腾达,预增,2017-08-10,0.14,80%~130%
002681,奋达科技,预升,2017-08-10,0.1944,20%~40%
002225,濮耐股份,预升,2017-08-10,0.07,-20%~10%
300159,新研股份,预增,2017-08-10,0.0719,136.58%~161.48%
002657,中科金财,预升,2017-08-10,0.36,-10%~20%
002230,科大讯飞,预降,2017-08-10,0.22,-50%~0%
002353,杰瑞股份,预降,2017-08-10,0.1095,-60%~-30%
600549,厦门钨业,预增,2017-08-10,0.1415,0
600382,广东明珠,预增,2017-08-10,0.42,45%~75%
002548,金新农,预降,2017-08-10,0.32,-30%~0%
600567,山鹰纸业,预增,2017-08-10,0.053,0
002148,北纬科技,预增,2017-08-10,0.18,134.44%~155.75%
002462,嘉事堂,预升,2017-08-10,0.68,0%~30%
600975,新五丰,预减,2017-08-10,0.31,0
002812,创新股份,预升,2017-08-10,1.07,-25%~5%
002821,凯莱英,预升,2017-08-10,2.1,0%~10%
002675,东诚药业,预升,2017-08-10,0.1472,20%~50%
002838,道恩股份,预升,2017-08-10,0.98,0%~20%
600778,友好集团,预亏,2017-08-10,-0.5367,0
002092,中泰化学,预增,2017-08-10,0.4075,159.56%~187.62%
002220,天宝食品,预降,2017-08-09,0.28,-30%~0%
002117,东港股份,预升,2017-08-09,0.4095,-10%~20%
300688,创业黑马,预升,2017-08-09,0.0,10%~35%
002670,国盛金控,预增,2017-08-09,0.4409,5%~55%
603079,圣达生物,预升,2017-08-09,0.0,4.09%~7.51%
002825,纳尔股份,预降,2017-08-08,0.65,-48.75%~-28.25%
002014,永新股份,预升,2017-08-08,0.44,-10%~10%
002176,江特电机,预升,2017-08-08,0.12,20%~50%
002233,塔牌集团,预增,2017-08-08,0.254,80%~130%
002654,万润科技,预升,2017-08-08,0.1518,5%~50%
000755,*ST三维,减亏,2017-08-08,-0.92,18.67%~34.94%
002732,燕塘乳业,预升,2017-08-08,0.57,5%~50%
002553,南方轴承,预升,2017-08-08,0.1737,5%~25%
002788,鹭燕医药,预升,2017-08-08,0.65,0%~30%
002793,东音股份,预升,2017-08-08,0.845,13.17%~33.14%
002567,唐人神,预增,2017-08-08,0.2735,50%~70%
002245,澳洋顺昌,预增,2017-08-08,0.1588,50%~80%
002318,久立特材,预升,2017-08-08,0.13,-10%~20%
002331,皖通科技,预升,2017-08-08,0.1599,-20%~30%
002587,奥拓电子,预增,2017-08-08,0.1583,36.25%~85.03%
002341,新纶科技,预增,2017-08-08,0.1381,125%~150%
002383,合众思壮,预增,2017-08-08,0.0577,603.14%~647.09%
002400,省广股份,预降,2017-08-08,0.36,-60%~-30%
002645,华宏科技,预增,2017-08-08,0.2338,42.93%~63.35%
002453,天马精化,预降,2017-08-08,0.02,-71.46%~-42.91%
002535,林州重机,预增,2017-08-08,0.02,137.95%~185.54%
300689,澄天伟业,预增,2017-08-08,0.0,41.37%~53.72%
603813,原尚股份,预升,2017-08-08,0.0,24.87%~45.68%
002236,大华股份,预升,2017-08-07,0.37,25%~45%
603127,昭衍新药,预增,2017-08-07,0.0,175.77%~250.98%
002895,川恒股份,预升,2017-08-07,0.0,17.25%~18.9%
002893,华通热力,预升,2017-08-07,0.0,24.67%~49.61%
603535,嘉诚国际,预盈,2017-08-07,0.0,0
300208,恒顺众昇,预增,2017-08-05,0.2736,50%~60%
002706,良信电器,预升,2017-08-05,0.53,10%~50%
002702,海欣食品,预亏,2017-08-05,0.0287,0
002728,特一药业,预升,2017-08-05,0.33,5%~25%
002853,皮阿诺,预增,2017-08-05,0.0,40%~80%
002355,兴民智通,预增,2017-08-05,0.08,20%~60%
002313,日海通讯,预增,2017-08-05,0.04,397.19%~444.55%
002514,宝馨科技,预升,2017-08-05,0.07,0%~50%
600539,狮头股份,预盈,2017-08-05,-0.1668,0
002659,中泰桥梁,预亏,2017-08-05,-0.13,0
002372,伟星新材,预升,2017-08-05,0.58,0%~30%
002296,辉煌科技,预降,2017-08-05,0.151,-50%~-20%
002662,京威股份,预升,2017-08-05,0.35,-20%~20%
002017,东信和平,预升,2017-08-05,0.1198,-30%~20%
603869,北部湾旅,预增,2017-08-05,0.43,80%~110%
002860,星帅尔,预升,2017-08-04,0.0,0%~10%
002496,辉丰股份,预增,2017-08-04,0.093,130%~180%
002771,真视通,预升,2017-08-04,0.53,-10%~20%
002650,加加食品,预升,2017-08-04,0.111,0%~30%
002798,帝王洁具,预升,2017-08-03,0.3452,20%~40%
002162,悦心健康,预增,2017-08-03,0.0025,613%~1088%
002421,达实智能,预升,2017-08-03,0.27,10%~40%
002439,启明星辰,预升,2017-08-03,0.055,-15.13%~6.09%
002686,亿利达,预增,2017-08-02,0.227,40%~80%
002429,兆驰股份,预升,2017-08-02,0.2188,20%~50%
002711,欧浦智网,预增,2017-08-02,0.24,60%~90%
603860,中公高科,预升,2017-08-01,0.0,-24.8%~0.27%
300685,艾德生物,预升,2017-08-01,0.0,15.05
000711,京蓝科技,预盈,2017-07-29,-0.2,602.74%~854.11%
300532,今天国际,预升,2017-08-01,0.57,21.2%~48.14%
000055,方大集团,预增,2017-08-01,0.15,197.57%~250.08%
002168,深圳惠程,预亏,2017-08-01,0.0064,0
002360,同德化工,预升,2017-08-01,0.13,-20%~30%
002427,尤夫股份,预增,2017-08-01,0.29,50%~100%
600110,诺德股份,预增,2017-08-01,0.0236,0
002455,百川股份,预增,2017-08-01,0.13,30%~80%
600532,宏达矿业,减亏,2017-08-01,-0.14,0
002801,微光股份,预升,2017-07-31,1.44,10%~25%
002562,兄弟科技,预增,2017-07-31,0.3,150%~180%
002139,拓邦股份,预增,2017-07-31,0.26,50%~80%
002471,中超控股,预升,2017-07-31,0.0696,-40%~10%
002349,精华制药,预升,2017-07-31,0.2679,0%~30%
601933,永辉超市,预增,2017-07-31,0.1,0
002134,*ST普林,减亏,2017-07-31,-0.18,0
002768,国恩股份,预增,2017-07-31,0.33,50%~100%
002892,科力尔,预升,2017-07-31,0.0,2.44%~7.83%
002184,海得控制,预升,2017-07-29,0.0447,-30%~20%
002262,恩华药业,预升,2017-07-29,0.403,15%~30%
600615,丰华股份,预增,2017-07-29,0.044,0
002165,红宝丽,预降,2017-07-29,0.13,-30%~0%
600880,博瑞传播,预亏,2017-07-29,0.06,0
002577,雷柏科技,预升,2017-07-29,0.063,-15%~20%
002772,众兴菌业,预升,2017-07-29,0.377,0%~20%
002507,涪陵榨菜,预增,2017-07-28,0.38,40%~60%
002767,先锋电子,预升,2017-07-28,0.2174,-30%~10%
002087,新野纺织,预升,2017-07-28,0.1644,30%~50%
002632,道明光学,预增,2017-07-28,0.065,130%~180%
002847,盐津铺子,预降,2017-07-28,0.67,-16.18%~-3.28%
002182,云海金属,预升,2017-07-28,0.363,2.41%~36.54%
002735,王子新材,预增,2017-07-28,0.28,30%~70%
002402,和而泰,预增,2017-07-28,0.29,40%~70%
002210,飞马国际,预升,2017-07-28,0.15,0%~30%
002301,齐心集团,预增,2017-07-28,0.18,42.33%~64.8%
002380,科远股份,预增,2017-07-28,0.2331,30%~60%
601015,陕西黑猫,预升,2017-07-28,0.08,0
002549,凯美特气,预增,2017-07-28,0.017,130%~180%
002533,金杯电工,预升,2017-07-27,0.235,-25%~25%
002240,威华股份,预盈,2017-07-27,-0.12,0
300184,力源信息,预增,2017-07-27,0.0944,572.14%~599.73%
300238,冠昊生物,预增,2017-07-27,0.12,60%~90%
002508,老板电器,预升,2017-07-27,0.96,20%~40%
002726,龙大肉食,预降,2017-07-27,0.47,-20%~-10%
002255,海陆重工,预增,2017-07-26,0.083,50%~80%
603179,新泉股份,预增,2017-07-26,0.0,124%~138%
600338,西藏珠峰,预增,2017-07-26,0.69,80%~110%
002644,佛慈制药,预升,2017-07-26,0.0915,10%~30%
600321,国栋建设,预盈,2017-07-26,-0.06,0
002224,三力士,预升,2017-07-26,0.24,-10%~20%
002288,超华科技,预增,2017-07-26,0.005,683.49%~907.34%
002697,红旗连锁,预升,2017-07-26,0.1,-15%~3%
002469,三维工程,预升,2017-07-26,0.06,0%~30%
300418,昆仑万维,预升,2017-07-25,0.45,15.65%~44.05%
002299,圣农发展,预减,2017-07-25,0.4529,-88.67%~-66.8%
002387,黑牛食品,预亏,2017-07-25,0.1019,0
002386,天原集团,预盈,2017-07-25,-0.0725,223.29%~264.38%
603602,纵横通信,预升,2017-07-25,0.0,10%~40%
300691,联合光电,预增,2017-07-25,0.0,30%~60%
603721,中广天择,预增,2017-07-24,0.0,140%~180%
002760,凤形股份,预亏,2017-07-22,0.13,0
002415,海康威视,预升,2017-07-22,0.81,15%~35%
002741,光华科技,预增,2017-07-20,0.13,40%~70%
002714,牧原股份,预升,2017-07-20,1.7,2.16%~13.51%
002890,弘宇股份,预升,2017-07-20,0.0,0.84%~3.78%
603333,明星电缆,预盈,2017-07-18,-0.0587,0
603880,南卫股份,预升,2017-07-18,0.0,5%~15%
600293,三峡新材,预增,2017-07-14,0.0611,0
603595,东尼电子,预增,2017-07-11,0.0,65.87%~110.44%
603063,禾望电气,预升,2017-07-10,0.0,9.57
603305,旭升股份,预升,2017-07-07,0.0,15
