code,name,type,report_date,pre_eps,range
300277,海联讯,减亏,2017-08-25,-0.0545,31.99%~59.39%
002343,慈文传媒,预升,2017-08-25,0.4641,0.02%~9.61%
002048,宁波华翔,预升,2017-08-25,0.86,20%~40%
002052,同洲电子,预盈,2017-08-25,-0.2032,0
002516,旷达科技,预升,2017-08-25,0.1964,5%~30%
002434,万里扬,预增,2017-08-25,0.22,150%~200%
002129,中环股份,预升,2017-08-25,0.1326,14.06%~28.32%
300551,古鳌科技,预减,2017-08-25,0.2807,-124.62%~-94.82%
002367,康力电梯,预降,2017-08-25,0.4937,-40%~-10%
600896,览海投资,预亏,2017-08-25,-0.22,0
002346,柘中股份,预盈,2017-08-25,0.03,0
002368,太极股份,预升,2017-08-25,0.16,0%~50%
002118,紫鑫药业,预增,2017-08-25,0.12,112.66%~139.24%
002541,鸿路钢构,预升,2017-08-25,0.4348,10%~40%
002289,宇顺电子,减亏,2017-08-25,-1.1631,0
002281,光迅科技,预升,2017-08-25,1.01,0%~30%
600190,锦州港,0,2017-08-25,0.02,50%
601636,旗滨集团,预增,2017-08-25,0.1711,0
002599,盛通股份,预增,2017-08-25,0.15,100%~150%
002300,太阳电缆,预降,2017-08-25,0.21,-50%~-10%
002307,北新路桥,预升,2017-08-25,0.047,-20%~30%
000505,珠江控股,预增,2017-08-25,-0.21,462.31%~743.47%
002497,雅化集团,预增,2017-08-25,0.1016,50%~80%
002214,大立科技,预升,2017-08-25,0.06,-15%~15%
002584,西陇科学,预升,2017-08-25,0.19,-20%~10%
002792,通宇通讯,预降,2017-08-25,0.6948,-16.85%~-4.05%
002110,三钢闽光,预增,2017-08-25,0.656,328%~378%
002444,巨星科技,预升,2017-08-25,0.43,-10%~20%
002172,澳洋科技,预升,2017-08-25,0.2889,-25.27%~12.09%
002140,东华科技,预升,2017-08-25,0.1842,0%~30%
002480,新筑股份,预亏,2017-08-25,0.0085,0
002063,远光软件,预升,2017-08-25,0.1609,10%~40%
002725,跃岭股份,预降,2017-08-25,0.23,-70%~-40%
002824,和胜股份,预升,2017-08-25,0.59,-17.82%~0.86%
002229,鸿博股份,预亏,2017-08-25,-0.0398,0
002882,金龙羽,预增,2017-08-25,0.0,14.95%~62.11%
002325,洪涛股份,预升,2017-08-25,0.17,-40%~10%
002294,信立泰,预升,2017-08-25,0.99,0%~10%
603027,千禾味业,预增,2017-08-25,0.5232,0
002127,南极电商,预增,2017-08-25,0.09,55.94%~104.46%
300359,全通教育,预亏,2017-08-25,0.0665,-118.98%~-107.12%
002042,华孚色纺,预增,2017-08-25,0.48,30%~60%
002886,沃特股份,预升,2017-08-25,0.0,2.08%~21.71%
002611,东方精工,预增,2017-08-25,0.12,180%~230%
002011,盾安环境,预升,2017-08-25,0.06,0%~30%
600160,巨化股份,预增,2017-08-25,0.039,0
300331,苏大维格,预增,2017-08-25,0.06,385%~415%
600691,阳煤化工,预盈,2017-08-25,-0.4287,0
002344,海宁皮城,预降,2017-08-25,0.44,-48%~-18%
002558,巨人网络,预升,2017-08-25,0.52,14.55%~20.82%
002684,猛狮科技,预增,2017-08-25,0.02,1811.31%~1861.01%
002216,三全食品,预升,2017-08-25,0.08,0%~30%
002183,怡亚通,预升,2017-08-25,0.21,0%~30%
002596,海南瑞泽,预增,2017-08-25,0.05,535.75%~584.19%
002603,以岭药业,预升,2017-08-25,0.39,5%~15%
002475,立讯精密,预增,2017-08-25,0.36,50%~70%
002689,远大智能,预升,2017-08-24,0.0369,0%~10%
002803,吉宏股份,预升,2017-08-24,0.32,-10%~30%
002417,三元达,预盈,2017-08-24,-0.27,0
600665,天地源,预盈,2017-08-24,-0.1971,0
002554,惠博普,预升,2017-08-24,0.1,0%~50%
600306,商业城,预盈,2017-08-24,-0.49,0
002079,苏州固锝,预升,2017-08-24,0.11,-15%~15%
002474,榕基软件,预升,2017-08-24,0.0327,0%~50%
002051,中工国际,预升,2017-08-24,0.77,10%~30%
002034,美欣达,预降,2017-08-24,0.16,-49.13%~-4.62%
002059,云南旅游,预降,2017-08-24,0.0857,-48.52%~-0.26%
002452,长高集团,预升,2017-08-24,0.131,0%~30%
002633,申科股份,预盈,2017-08-24,-0.13,0
002015,霞客环保,减亏,2017-08-24,-0.07,0
000545,金浦钛业,预增,2017-08-24,0.049,140%~180%
000591,太阳能,预增,2017-08-24,0.3387,49.57%~78.99%
002173,创新医疗,预升,2017-08-24,0.2,3.6%~40.61%
002683,宏大爆破,预增,2017-08-24,0.0457,219.41%~269.85%
002467,二六三,预降,2017-08-24,0.12,-35%~-5%
002020,京新药业,预升,2017-08-24,0.3136,20%~30%
002199,东晶电子,预盈,2017-08-24,-0.3649,0
002809,红墙股份,预升,2017-08-24,0.79,0%~40%
002566,益盛药业,预升,2017-08-24,0.09,15%~35%
002270,华明装备,预升,2017-08-24,0.28,-6.08%~33.58%
002590,万安科技,预升,2017-08-24,0.17,0%~30%
002133,广宇集团,预降,2017-08-24,0.21,-62.55%~-18.86%
002040,南京港,预增,2017-08-24,0.0863,225%~275%
002737,葵花药业,预增,2017-08-24,0.4201,100%~130%
002153,石基信息,预升,2017-08-24,0.25,-15%~15%
002339,积成电子,预降,2017-08-24,0.21,-75%~-25%
002769,普路通,预升,2017-08-24,0.42,-25%~25%
002111,威海广泰,预升,2017-08-24,0.36,15%~40%
002431,棕榈股份,预增,2017-08-24,0.06,110%~160%
002582,好想你,预增,2017-08-24,0.09,406%~456%
002490,*ST墨龙,预盈,2017-08-24,-0.274,0
002412,汉森制药,预升,2017-08-24,0.2054,-10%~20%
002491,通鼎互联,预升,2017-08-24,0.3281,5%~35%
002174,游族网络,预升,2017-08-24,0.42,5%~50%
002787,华源控股,预升,2017-08-24,0.65,-35%~15%
002238,天威视讯,预降,2017-08-24,0.37,-30%~0%
002777,久远银海,预升,2017-08-24,0.4442,10%~40%
002151,北斗星通,预升,2017-08-24,0.11,20%~50%
002009,天奇股份,预升,2017-08-24,0.18,20%~40%
002235,安妮股份,预增,2017-08-24,0.03,450%~500%
002268,卫士通,预亏,2017-08-24,0.0117,0
002327,富安娜,预升,2017-08-24,0.29,-10%~10%
600808,马钢股份,预增,2017-08-24,0.0986,0
002588,史丹利,预降,2017-08-24,0.4,-50%~-30%
002649,博彦科技,预升,2017-08-24,0.6914,0%~30%
002018,华信国际,预增,2017-08-24,0.0929,47.69%~87.52%
002565,顺灏股份,预降,2017-08-24,0.08,-60%~-30%
002602,世纪华通,预增,2017-08-24,0.38,79.28%~97.36%
002126,银轮股份,预升,2017-08-24,0.25,20%~40%
002298,中电鑫龙,预升,2017-08-24,0.1635,0%~30%
002529,海源机械,预盈,2017-08-24,-0.0017,0
002499,科林环保,预增,2017-08-24,0.0956,149.09%~176.77%
002272,川润股份,预降,2017-08-24,0.0183,-93.49%~-47.95%
002460,赣锋锂业,预增,2017-08-24,0.64,95%~145%
601898,中煤能源,预升,2017-08-24,0.07,0
002785,万里石,预升,2017-08-24,0.07,0.48%~20.58%
002260,德奥通航,预亏,2017-08-24,0.01,0
002699,美盛文化,预增,2017-08-24,0.34,100%~130%
002667,鞍重股份,预盈,2017-08-24,-0.08,0
002869,金溢科技,预降,2017-08-24,0.0,-25%~-5%
002371,北方华创,预升,2017-08-24,0.1531,0%~30%
002094,青岛金王,预增,2017-08-24,0.334,230%~260%
601808,中海油服,减亏,2017-08-24,-1.91,0
002316,键桥通讯,预亏,2017-08-24,-0.07,0
002252,上海莱士,预升,2017-08-24,0.249,-25%~5%
002340,格林美,预增,2017-08-24,0.07,50%~100%
002815,崇达技术,预升,2017-08-24,0.7984,0%~20%
002362,汉王科技,预增,2017-08-24,0.07,113.6%~153.65%
002774,快意电梯,预升,2017-08-24,0.0,-27%~10%
002285,世联行,预升,2017-08-24,0.19,20%~50%
002120,韵达股份,预升,2017-08-24,0.41,20%~50%
002836,新宏泽,预升,2017-08-24,0.5,-20%~10%
002197,证通电子,预升,2017-08-24,0.07,-30%~20%
002211,宏达新材,预盈,2017-08-24,-0.0261,0
002407,多氟多,预降,2017-08-24,0.6,-50%~-20%
002373,千方科技,预升,2017-08-24,0.2,5%~25%
002159,三特索道,预亏,2017-08-24,-0.06,0
002647,民盛金科,预盈,2017-08-24,-0.0869,0
002692,睿康股份,预降,2017-08-24,0.1212,-50%~-30%
603648,畅联股份,预升,2017-08-24,0.0,6%~25%
002280,联络互动,预减,2017-08-23,0.12,-100%~-78.47%
002305,南国置业,预升,2017-08-23,0.0069,10%~50%
600122,宏图高科,预增,2017-08-23,0.2592,0
002246,北化股份,预降,2017-08-23,0.1663,-50%~0%
002141,贤丰控股,预升,2017-08-23,0.006,-34.43%~15.57%
002580,圣阳股份,预升,2017-08-23,0.18,-40%~10%
002056,横店东磁,预升,2017-08-23,0.38,10%~40%
002861,瀛通通讯,预升,2017-08-23,0.0,1.74%~15.4%
002473,*ST圣莱,预亏,2017-08-23,-0.1228,0
000513,丽珠集团,预增,2017-08-23,1.57,587.86%~594.55%
002215,诺普信,预盈,2017-08-23,-0.23,0
002413,雷科防务,预升,2017-08-23,0.06,0%~50%
002115,三维通信,预盈,2017-08-23,-0.0502,0
002655,共达电声,预降,2017-08-23,0.04,-60%~-30%
002234,民和股份,预亏,2017-08-23,0.8276,0
002388,新亚制程,预增,2017-08-23,0.02,690.61%~728.87%
002858,力盛赛车,预升,2017-08-23,0.0,0%~50%
002357,富临运业,预升,2017-08-23,0.3551,-30%~20%
603181,皇马科技,预升,2017-08-23,0.0,0%~37%
002366,台海核电,预增,2017-08-23,0.82,83.75%~97.89%
002414,高德红外,预升,2017-08-23,0.0698,0%~30%
002502,骅威文化,预增,2017-08-23,0.1827,35%~85%
002100,天康生物,预升,2017-08-23,0.33,-20%~10%
002208,合肥城建,预减,2017-08-23,0.208,-100%~-50%
002609,捷顺科技,预升,2017-08-23,0.1836,20%~50%
002624,完美世界,预增,2017-08-23,0.61,42.18%~51.93%
300029,天龙光电,减亏,2017-08-23,-0.1323,31.95%~50.85%
002259,升达林业,预升,2017-08-23,0.0142,20%~50%
300626,华瑞股份,预增,2017-08-23,0.0,55%~80%
002865,钧达股份,预升,2017-08-23,0.0,0%~20%
002646,青青稞酒,预降,2017-08-23,0.4316,-30%~0%
002481,双塔食品,预升,2017-08-23,0.08,-35%~15%
002773,康弘药业,预升,2017-08-23,0.4633,20%~50%
002330,得利斯,预减,2017-08-23,0.0368,-100%~-70%
002816,和科达,预降,2017-08-23,0.26,-62.99%~-38.32%
002573,清新环境,预升,2017-08-23,0.4674,10%~30%
002060,粤水电,预升,2017-08-23,0.1127,0%~30%
002175,东方网络,预增,2017-08-23,0.0332,135.54%~176.31%
002828,贝肯能源,预升,2017-08-23,0.41,30%~50%
002842,翔鹭钨业,预升,2017-08-23,0.0,0%~30%
002464,金利科技,预增,2017-08-23,0.54,39.94%~84.47%
300410,正业科技,预增,2017-08-23,0.2305,251.21%~265.86%
002721,金一文化,预升,2017-08-23,0.126,-0.47%~36.86%
002528,英飞拓,预盈,2017-08-23,-0.0326,0
300142,沃森生物,减亏,2017-08-23,-0.17,81.59%~83.73%
002876,三利谱,预升,2017-08-23,0.0,10%~30%
002329,皇氏集团,预升,2017-08-23,0.1584,-20%~20%
002595,豪迈科技,预升,2017-08-23,0.7072,-10%~10%
002108,沧州明珠,预升,2017-08-23,0.63,10%~25%
002676,顺威股份,预降,2017-08-23,0.07,-60%~-20%
002213,特尔佳,预降,2017-08-23,0.06,-50%~0%
002479,富春环保,预增,2017-08-23,0.2271,30%~60%
002096,南岭民爆,预降,2017-08-23,0.11,-30%~0%
002883,中设股份,预升,2017-08-23,0.0,20%~50%
002283,天润曲轴,预增,2017-08-23,0.11,50%~100%
603227,雪峰科技,预增,2017-08-23,0.002,800%~1200%
600444,国机通用,预盈,2017-08-23,0.03,0
002243,通产丽星,预增,2017-08-23,0.0478,72%~100.67%
601101,昊华能源,预盈,2017-08-23,-0.096,0
002348,高乐股份,预升,2017-08-23,0.0399,0%~40%
002537,海联金汇,预增,2017-08-23,0.29,162%~212%
002337,赛象科技,预盈,2017-08-23,-0.01,0
002498,汉缆股份,预降,2017-08-23,0.1,-37.41%~-6.11%
002545,东方铁塔,预增,2017-08-23,0.0611,30%~70%
002687,乔治白,预升,2017-08-23,0.12,-10%~20%
002073,软控股份,预盈,2017-08-23,-0.04,0
002001,新和成,预升,2017-08-23,0.78,0%~30%
002232,启明信息,预增,2017-08-23,0.0011,3112.68%~3155.52%
002256,兆新股份,预升,2017-08-23,0.05,-10%~10%
002748,世龙实业,预增,2017-08-23,0.2949,70%~120%
002275,桂林三金,预升,2017-08-23,0.5357,0%~30%
002839,张家港行,预升,2017-08-23,0.0,5%~20%
002871,伟隆股份,预升,2017-08-23,0.0,10%~30%
002062,宏润建设,预升,2017-08-23,0.17,0%~30%
002037,久联发展,预增,2017-08-23,0.06,152.15%~253%
002806,华锋股份,预升,2017-08-23,0.24,-18%~5%
002058,威尔泰,预亏,2017-08-23,-0.003,0
002556,辉隆股份,预升,2017-08-23,0.14,0%~30%
002389,南洋科技,预降,2017-08-23,0.14,-20%~0%
002053,云南能投,预升,2017-08-23,0.3193,-29.88%~12.19%
002878,元隆雅图,预升,2017-08-23,0.0,15%~30%
002370,亚太药业,预增,2017-08-23,0.42,60%~95%
002181,粤传媒,减亏,2017-08-23,-0.2074,0
002451,摩恩电气,预增,2017-08-23,0.015,488.5%~535%
002376,新北洋,预增,2017-08-23,0.23,30%~60%
002700,新疆浩源,预降,2017-08-23,0.13,-25%~-5%
002089,新海宜,预增,2017-08-23,0.0928,20%~70%
002136,安纳达,预增,2017-08-22,0.0886,701.09%~747.82%
002513,蓝丰生化,预升,2017-08-22,0.26,0%~16%
002282,博深工具,预增,2017-08-22,0.04,250%~280%
002571,*ST德力,预盈,2017-08-22,-0.1109,0
002028,思源电气,预升,2017-08-22,0.32,0%~30%
002534,杭锅股份,预增,2017-08-22,0.25,127.61%~147.12%
600389,江山股份,预增,2017-08-22,0.0272,0
600771,广誉远,预增,2017-08-22,0.16,0
600589,广东榕泰,预升,2017-08-22,0.112,20%~50%
600438,通威股份,预增,2017-08-22,0.2892,0
002873,新天药业,预升,2017-08-22,0.0,5%~25%
002708,光洋股份,预减,2017-08-22,0.11,-70%~-60%
002463,沪电股份,预增,2017-08-22,0.04,147.25%~193.61%
002848,高斯贝尔,预减,2017-08-22,0.2639,-85%~-55%
300096,易联众,预亏,2017-08-22,-0.0225,-498.48%~-446.89%
002086,东方海洋,预增,2017-08-22,0.1259,70%~100%
002641,永高股份,预降,2017-08-22,0.25,-60%~-30%
002612,朗姿股份,预升,2017-08-22,0.2061,0%~30%
002483,润邦股份,预降,2017-08-22,0.187,-50%~0%
000980,众泰汽车,预增,2017-08-22,0.08,931%~1016%
002730,电光科技,预升,2017-08-22,0.09,10%~40%
002068,黑猫股份,预盈,2017-08-22,-0.01,0
002627,宜昌交运,预增,2017-08-22,0.3229,110%~150%
002265,西仪股份,预增,2017-08-22,0.0118,389.8%~439.2%
002143,印纪传媒,预升,2017-08-22,0.358,0%~50%
002709,天赐材料,预升,2017-08-22,0.99,-25%~5%
002223,鱼跃医疗,预升,2017-08-22,0.71,20%~40%
002576,通达动力,预减,2017-08-22,0.019,-121.1%~-78.9%
002351,漫步者,预增,2017-08-22,0.1071,30%~60%
000819,岳阳兴长,预减,2017-08-22,0.108,-92.81%~-85.63%
002137,麦达数字,预减,2017-08-22,0.2468,-71.52%~-50.16%
002722,金轮股份,预升,2017-08-22,0.59,-20%~20%
002114,罗平锌电,预增,2017-08-22,0.1,110.24%~148.47%
002695,煌上煌,预增,2017-08-22,0.16,30%~60%
002308,威创股份,预增,2017-08-22,0.14,30%~60%
002550,千红制药,预升,2017-08-22,0.1438,-20%~20%
002025,航天电器,预升,2017-08-22,0.47,5%~20%
002043,兔宝宝,预增,2017-08-22,0.22,40%~70%
002049,紫光国芯,预降,2017-08-22,0.4554,-30%~0%
002470,金正大,预升,2017-08-22,0.36,-20%~10%
002669,康达新材,预降,2017-08-22,0.336,-45%~0%
002384,东山精密,预增,2017-08-22,0.1737,145%~195%
002119,康强电子,预增,2017-08-22,0.16,72.06%~93.96%
002102,冠福股份,预升,2017-08-22,0.0558,6.58%~22.97%
002023,海特高新,预升,2017-08-22,0.0575,-20%~10%
002149,西部材料,预增,2017-08-22,0.0461,314.4%~432.8%
002607,亚夏汽车,预升,2017-08-22,0.13,10%~40%
002295,精艺股份,预增,2017-08-22,0.036,396.52%~446.17%
000636,风华高科,预增,2017-08-22,0.12,35%~55%
000998,隆平高科,预增,2017-08-22,0.0816,40%~70%
002456,欧菲光,预增,2017-08-22,0.5488,80%~120%
002604,龙力生物,预升,2017-08-22,0.16,0%~50%
300649,杭州园林,预增,2017-08-22,0.0,39.05%~59.5%
002457,青龙管业,预亏,2017-08-22,0.02,0
002041,登海种业,预降,2017-08-22,0.2702,-68%~-18%
002323,雅百特,预升,2017-08-22,0.2329,0%~50%
600366,宁波韵升,0,2017-08-22,1.439,-50%
600701,工大高新,预增,2017-08-22,0.027,0
002696,百洋股份,预增,2017-08-22,0.1763,60%~90%
600119,长江投资,预减,2017-08-22,0.41,0
002219,恒康医疗,预升,2017-08-22,0.1067,18.9%~48.62%
600103,青山纸业,预增,2017-08-22,0.0341,0
002783,凯龙股份,预升,2017-08-22,1.01,10%~45%
002249,大洋电机,预升,2017-08-22,0.13,-30%~20%
002217,合力泰,预增,2017-08-22,0.4065,55.65%~64.3%
002147,新光圆成,预减,2017-08-22,0.4,-92.44%~-88.66%
002665,首航节能,预升,2017-08-22,0.05,0%~10%
002135,东南网架,预增,2017-08-22,0.05,100%~150%
600608,*ST沪科,预亏,2017-08-22,-0.07,0
300520,科大国创,预亏,2017-08-22,0.257,-152.5%~-126.25%
002193,如意集团,预升,2017-08-22,0.19,-24.06%~21.5%
002124,天邦股份,预降,2017-08-22,0.5364,-47.29%~-18.01%
002840,华统股份,预升,2017-08-22,0.48,20%~50%
002101,广东鸿图,预增,2017-08-22,0.4989,70%~120%
002010,传化智联,预降,2017-08-22,0.18,-60%~-30%
002863,今飞凯达,预升,2017-08-22,0.0,-10%~5%
300380,安硕信息,预减,2017-08-22,0.0487,-136.28%~-63.72%
002621,三垒股份,预升,2017-08-22,0.09,-30%~20%
002875,安奈儿,预升,2017-08-22,0.0,5%~15%
002002,鸿达兴业,预增,2017-08-22,0.2126,34.18%~53.35%
002518,科士达,预升,2017-08-22,0.42,20%~50%
002416,爱施德,预增,2017-08-22,0.1407,56.27%~77.58%
002591,恒大高新,减亏,2017-08-22,-0.0443,0
002317,众生药业,预升,2017-08-22,0.41,0%~20%
002593,日上集团,预升,2017-08-22,0.1,-20%~20%
002218,拓日新能,预增,2017-08-22,0.1365,37.45%~77.74%
002822,中装建设,预升,2017-08-22,0.51,-10%~30%
002674,兴业科技,预升,2017-08-22,0.1312,-20%~20%
002446,盛路通信,预降,2017-08-22,0.4,-39.05%~-16.89%
002359,北讯集团,预盈,2017-08-22,-0.1225,0
002029,七匹狼,预升,2017-08-22,0.22,0%~25%
603386,广东骏亚,预升,2017-08-22,0.0,6.5%~12.3%
300700,岱勒新材,预增,2017-08-22,0.0,119.92%~127.18%
300696,爱乐达,预增,2017-08-21,0.0,140%~190%
300693,盛弘股份,预升,2017-08-21,0.0,-10%~20%
002857,三晖电气,预降,2017-08-21,0.38,-46.98%~-29.3%
002277,友阿股份,预升,2017-08-21,0.3815,0%~30%
002261,拓维信息,预升,2017-08-21,0.15,-15%~15%
002615,哈尔斯,预升,2017-08-21,0.31,20%~50%
002472,双环传动,预增,2017-08-21,0.2,30%~60%
002363,隆基机械,预升,2017-08-21,0.14,0%~30%
002007,华兰生物,预升,2017-08-21,0.653,-5%~10%
002766,索菱股份,预增,2017-08-21,0.33,50%~90%
002817,黄山胶囊,预升,2017-08-21,0.67,-25%~5%
002626,金达威,预升,2017-08-21,0.34,10%~40%
002128,露天煤业,预增,2017-08-21,0.3,95%~145%
002276,万马股份,预降,2017-08-21,0.1395,-40%~0%
002868,绿康生化,预降,2017-08-21,0.0,-12.1%~-8.33%
002885,京泉华,预升,2017-08-21,0.0,-17.86%~2.22%
002703,浙江世宝,预升,2017-08-21,0.1609,-20%~10%
002877,智能自控,预升,2017-08-21,0.0,5%~15%
002527,新时达,预升,2017-08-21,0.2608,-10%~10%
002302,西部建设,预降,2017-08-21,0.18,-70%~-20%
002013,中航机电,预升,2017-08-21,0.15,-10%~20%
002393,力生制药,预升,2017-08-21,0.43,20%~50%
002468,申通快递,预升,2017-08-21,0.0157,15%~30%
002832,比音勒芬,预升,2017-08-21,1.32,4.55%~23.56%
002035,华帝股份,预增,2017-08-21,0.561,40%~60%
002872,天圣制药,预升,2017-08-21,0.0,5%~20%
002846,英联股份,预升,2017-08-21,0.43,-5%~15%
002672,东江环保,预降,2017-08-21,0.44,-30%~0%
002745,木林森,预升,2017-08-21,0.65,17.82%~36.92%
002831,裕同科技,预升,2017-08-21,1.5306,15%~35%
002640,跨境通,预增,2017-08-21,0.21,80%~110%
002619,艾格拉斯,预增,2017-08-21,0.15,94.34%~108.4%
002628,成都路桥,预升,2017-08-21,0.0222,-20%~20%
002898,赛隆药业,预升,2017-08-21,0.0,2.96%~4.97%
002897,意华股份,预升,2017-08-21,0.0,2.66%~12.45%
603882,金域医学,预升,2017-08-21,0.0,17%~44%
603277,银都股份,预升,2017-08-21,0.0,0%~10%
603976,正川股份,预盈,2017-08-21,0.0,0
002574,明牌珠宝,预增,2017-08-19,0.1,45.86%~75.03%
002661,克明面业,预升,2017-08-19,0.285,-10%~20%
002443,金洲管道,预增,2017-08-19,0.08,50%~80%
002394,联发股份,预升,2017-08-19,0.73,-10%~10%
600971,恒源煤电,预增,2017-08-19,0.12,0
600826,兰生股份,预减,2017-08-19,1.99,0
002826,易明医药,预升,2017-08-19,0.0,-24.12%~23.65%
002399,海普瑞,预减,2017-08-19,0.24,-93.42%~-63.79%
002187,广百股份,预升,2017-08-19,0.34,0%~30%
002707,众信旅游,预升,2017-08-19,0.259,-20%~30%
002271,东方雨虹,预升,2017-08-19,0.87,20%~40%
002494,华斯股份,预升,2017-08-19,0.0248,10%~50%
300248,新开普,预升,2017-08-19,0.1025,30%~50%
002678,珠江钢琴,预升,2017-08-19,0.12,0%~30%
002191,劲嘉股份,预升,2017-08-19,0.34,-10%~20%
002322,理工环科,预增,2017-08-19,0.17,125%~175%
002072,凯瑞德,预减,2017-08-19,0.186,-80%~-50%
002782,可立克,预降,2017-08-19,0.1479,-40%~0%
002850,科达利,预升,2017-08-19,0.0,0%~30%
300552,万集科技,预减,2017-08-19,0.7,-90%~-60%
002430,杭氧股份,预盈,2017-08-19,-0.17,0
002205,国统股份,预盈,2017-08-19,-0.1699,0
002852,道道全,预升,2017-08-19,0.0,-30%~20%
002242,九阳股份,预升,2017-08-19,0.71,-20%~20%
002123,梦网集团,预升,2017-08-19,0.2,24.58%~42.37%
002823,凯中精密,预升,2017-08-19,0.0,20%~40%
002830,名雕股份,预升,2017-08-19,0.35,0%~30%
002385,大北农,预增,2017-08-19,0.1451,40%~60%
002335,科华恒盛,预增,2017-08-19,0.4,240%~280%
002418,康盛股份,预升,2017-08-19,0.13,-14.4%~15.23%
002849,威星智能,预升,2017-08-19,0.0,0%~10%
002045,国光电器,预增,2017-08-19,0.08,150%~200%
600793,宜宾纸业,预盈,2017-08-19,-0.4428,0
600020,中原高速,预增,2017-08-19,0.1608,50%
002795,永和智控,预升,2017-08-19,0.56,-15%~15%
600784,鲁银投资,预警,2017-08-19,0.113,0
002292,奥飞娱乐,预降,2017-08-19,0.34,-30%~0%
000715,中兴商业,预增,2017-08-19,0.112,58.27%~68.83%
600699,均胜电子,预增,2017-08-19,0.59,0
002154,报喜鸟,减亏,2017-08-19,-0.09,0
002719,麦趣尔,预降,2017-08-19,0.42,-50%~0%
002476,宝莫股份,预亏,2017-08-19,0.031,0
601616,广电电气,预盈,2017-08-19,-0.0894,0
600470,六国化工,预盈,2017-08-19,-0.119,0
002841,视源股份,预升,2017-08-19,1.64,0%~20%
002222,福晶科技,预增,2017-08-19,0.12,80%~120%
002827,高争民爆,预升,2017-08-19,0.58,-2.13%~26.37%
300035,中科电气,预增,2017-08-19,0.09,80%~110%
002796,世嘉科技,预降,2017-08-19,0.51,-50%~-20%
002164,宁波东力,预增,2017-08-19,0.011,1080%~1280%
002485,希努尔,预减,2017-08-19,0.04,0
002003,伟星股份,预升,2017-08-19,0.56,0%~30%
600619,海立股份,预增,2017-08-19,0.06,0
002489,浙江永强,预升,2017-08-18,0.08,0%~50%
002311,海大集团,预升,2017-08-18,0.57,10%~50%
002613,北玻股份,预亏,2017-08-18,0.0274,0
002677,浙江美大,预增,2017-08-18,0.19,30%~55%
002557,洽洽食品,预降,2017-08-18,0.54,-20%~0%
002109,兴化股份,预盈,2017-08-18,-0.1988,0
002401,中远海科,预升,2017-08-18,0.1603,0%~20%
002142,宁波银行,预升,2017-08-18,1.63,10%~20%
002778,高科石化,预升,2017-08-18,0.2825,-15%~15%
002723,金莱特,预增,2017-08-18,0.0289,140%~190%
603113,金能科技,预升,2017-08-18,0.0,0
000795,英洛华,预增,2017-08-18,0.038,84.63%~107.71%
603318,派思股份,预增,2017-08-18,0.007,0
002406,远东传动,预增,2017-08-18,0.15,30%~60%
002652,扬子新材,预升,2017-08-18,0.19,10%~50%
002682,龙洲股份,预增,2017-08-18,0.11,193.2%~244.34%
002113,天润数娱,预增,2017-08-18,0.0464,19.18%~54.93%
002459,天业通联,预降,2017-08-18,0.0279,-53.87%~-26.2%
002526,山东矿机,预盈,2017-08-18,-0.0664,0
002660,茂硕电源,预增,2017-08-18,0.05,1.55%~50.44%
600361,华联综超,预盈,2017-08-18,-0.22,0
600392,盛和资源,预盈,2017-08-18,-0.0707,0
600310,桂东电力,预警,2017-08-18,0.1251,0
002680,长生生物,预增,2017-08-18,0.2739,50%~70%
002195,二三四五,预增,2017-08-18,0.1936,80%~120%
002150,通润装备,预升,2017-08-18,0.26,-20%~30%
002336,人人乐,预亏,2017-08-18,0.0174,0
002160,常铝股份,预增,2017-08-18,0.103,55.41%~83.67%
002392,北京利尔,预升,2017-08-18,0.117,-20%~10%
300019,硅宝科技,预降,2017-08-18,0.2065,-60%~-30%
300615,欣天科技,预降,2017-08-18,0.74,-40%~-20%
002799,环球印务,预降,2017-08-18,0.2,-25%~0%
000877,天山股份,预增,2017-08-18,0.0049,6138.52
002629,仁智股份,减亏,2017-08-18,-0.1,50.94%~70.56%
300343,联创互联,预增,2017-08-18,0.28,39.75%~67.71%
300491,通合科技,预亏,2017-08-18,0.3392,-118.43%~-100%
002449,国星光电,预增,2017-08-18,0.2751,60%~100%
300397,天和防务,预盈,2017-08-18,-0.2047,151.63%~161.81%
300575,中旗股份,预增,2017-08-18,1.02,50.1%~76.97%
002125,湘潭电化,预增,2017-08-18,0.063,193%~229.63%
600768,宁波富邦,预盈,2017-08-18,-0.143,0
002293,罗莱生活,预升,2017-08-18,0.37,0%~20%
002664,信质电机,预升,2017-08-18,0.4441,0%~30%
300064,豫金刚石,预增,2017-08-18,0.1688,50%~70%
002578,闽发铝业,预增,2017-08-18,0.03,90%~120%
002866,传艺科技,预盈,2017-08-18,0.0,0
002190,成飞集成,预减,2017-08-18,0.26,0
002338,奥普光电,预降,2017-08-18,0.39,-30%~0%
600888,新疆众和,预增,2017-08-18,0.0513,0
300475,聚隆科技,预降,2017-08-18,0.3992,-42.02%~-29.49%
002244,滨江集团,预升,2017-08-18,0.34,0%~30%
600403,*ST大有,预盈,2017-08-18,-0.5379,0
000402,金融街,预增,2017-08-18,0.27,45%~80%
002303,美盈森,预升,2017-08-18,0.1481,0%~30%
002391,长青股份,预升,2017-08-18,0.38,0%~30%
