,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,timeToMarket,start,end,percent,PE,PB,dividend
503,002178,延华智能,0.16,-38.46,,7.9,,5790.91,53.91,,02-11,20071101.0,3.78,6.294,66.5079365079,39.3375,,0.810579952268
1272,600998,九州通,0.36,5.88,4.75,8.1,-0.1,56070.68,17.32,,04-28,20101102.0,14.763,17.929,21.445505656,49.8027777778,3.77452631579,0.807628427038
1593,000713,丰乐种业,0.2,9.32,,4.63,,6096.84,9.32,10派0.3,03-30,19970422.0,9.19,10.259,11.6322089227,51.295,,0.801223573436
459,300010,立思辰,0.36,52.37,4.48,9.71,0.31,10037.29,60.68,,04-10,20091030.0,5.378,9.509,76.812941614,26.4138888889,2.12254464286,0.789971048172
324,600837,海通证券,0.8,90.48,,11.88,,771062.36,91.09,10派2.5,03-28,19940224.0,10.579,22.778,115.31335665,28.4725,,0.789934511025
858,002382,蓝帆医疗,0.26,30.0,,6.11,,6170.19,31.35,,04-16,20100402.0,5.876,8.21,39.7208985705,31.5769230769,,0.789257069408
698,300287,飞利信,0.37,-28.85,4.4,15.96,-0.49,9258.46,40.2,,03-31,20120201.0,4.002,6.041,50.9495252374,16.327027027,1.37295454545,0.789016184404
263,601179,中国西电,0.13,90.0,,3.83,,68412.91,112.64,,04-02,20100128.0,3.034,7.375,143.078444298,56.7307692308,,0.787260446901
242,000686,东北证券,0.54,10.2,4.43,13.18,1.19,106002.54,120.81,10派0.6,03-18,19970227.0,7.227,18.347,153.867441539,33.9759259259,4.14153498871,0.785156357912
1058,000792,盐湖股份,0.82,23.76,,7.59,,130225.94,23.76,10派0.86,03-31,19970904.0,11.044,14.392,30.3151032235,17.5512195122,,0.783767741935
948,002402,和而泰,0.29,-17.14,,5.67,,4505.39,28.09,,03-26,20100511.0,2.473,3.361,35.9078042863,11.5896551724,,0.782281193694
979,000601,韶能股份,0.24,20.0,,7.08,,26173.67,26.47,10派1,04-11,19960830.0,4.167,5.588,34.1012718982,23.2833333333,,0.776217382126
670,300025,华星创业,0.42,16.67,3.45,12.75,-0.3,8900.41,41.62,,03-20,20091030.0,6.464,9.936,53.7128712871,23.6571428571,2.88,0.774860829494
699,002433,太安堂,0.3,-37.5,,8.72,,18630.69,40.19,,03-10,20100618.0,7.53,11.442,51.9521912351,38.14,,0.773595858895
204,002673,西部证券,0.55,139.13,,13.28,,66385.46,142.37,10派1.5,04-28,20120503.0,5.63,16.06,185.257548845,29.2,,0.768497698947
970,600373,中文传媒,0.68,-31.9,,13.32,,80916.68,26.99,10派1.5,03-27,20020304.0,9.689,13.116,35.3700072247,19.2882352941,,0.763075897286
615,300130,新国都,0.7,45.83,9.89,7.46,-0.03,7958.14,44.85,,03-31,20101019.0,7.594,12.061,58.8227548064,17.23,1.21951466127,0.762460040296
2207,300342,天银机电,0.46,-54.46,3.96,11.94,0.52,9101.12,-9.62,10派2.5,04-08,20120726.0,9.262,8.093,-12.6214640466,17.5934782609,2.04368686869,0.762193669806
533,000100,TCL集团,0.35,40.1,1.92,18.21,0.57,318320.62,50.93,10派0.8,03-03,20040130.0,2.149,3.586,66.8683108423,10.2457142857,1.86770833333,0.761646276965
1146,002563,森马服饰,1.63,20.74,,13.35,,109226.01,21.09,,03-17,20110311.0,6.015,7.681,27.6974231089,4.71226993865,,0.761442677071
1012,300129,泰胜风能,0.3,25.0,4.67,6.54,0.22,9706.58,25.4,,04-18,20101019.0,3.445,4.602,33.5849056604,15.34,0.985438972163,0.756292134831
1189,600699,均胜电子,0.55,17.02,,14.74,,34688.35,20.03,10派1.1,04-20,19931206.0,15.264,19.325,26.6050838574,35.1363636364,,0.752863629649
1426,002007,华兰生物,0.93,12.55,,16.66,,53841.74,13.27,,03-28,20040625.0,17.156,20.221,17.8654698065,21.7430107527,,0.742773637846
598,002121,科陆电子,0.32,46.31,,9.05,,12569.43,46.28,,04-28,20070306.0,2.978,4.834,62.323707186,15.10625,,0.742574568966
176,601377,兴业证券,0.34,26.89,,12.88,,178158.98,164.75,,03-12,20101013.0,4.258,13.743,222.757162987,40.4205882353,,0.73959462309
511,002048,宁波华翔,0.99,52.31,,13.62,,52417.13,52.74,10派1,04-24,20050603.0,8.254,14.14,71.3108795735,14.2828282828,,0.739578593273
129,300324,旋极信息,0.31,55.0,3.15,11.8,0.07,6937.35,212.2,,03-17,20120608.0,3.368,13.067,287.975059382,42.1516129032,4.14825396825,0.736869367977
1434,002242,九阳股份,0.7,12.9,,17.79,,53165.74,13.19,,04-01,20080528.0,8.785,10.364,17.9738190097,14.8057142857,,0.73384515516
897,600392,盛和资源,0.51,30.77,,16.6,,19227.12,30.05,,03-25,20030529.0,7.799,11.008,41.1463008078,21.5843137255,,0.730320816454
1417,002630,华西能源,0.41,-47.75,,5.86,,14912.23,13.47,,04-08,20111111.0,7.083,8.395,18.5232246223,20.4756097561,,0.727195198172
434,002130,沃尔核材,0.24,60.0,,12.31,,13666.53,64.48,10派0.5,02-12,20070420.0,3.253,6.14,88.748847218,25.5833333333,,0.726544648424
259,000806,银河生物,0.04,113.14,,3.15,,2608.62,113.6,,04-24,19980416.0,3.0,7.7,156.666666667,192.5,,0.725106382977
494,601233,桐昆股份,0.12,71.43,,1.65,,11184.85,55.46,,04-14,20110518.0,5.822,10.301,76.9323256613,85.8416666667,,0.720893324403
1503,600100,同方股份,0.34,5.4,,6.78,,75564.19,11.62,10派0.8,04-28,19970627.0,9.752,11.329,16.1710418376,33.3205882353,,0.718568421051
629,002642,荣之联,0.45,18.27,,9.37,,16567.56,43.94,,03-31,20111220.0,11.535,18.591,61.1703511053,41.3133333333,,0.718321853742
601,300224,正海磁材,0.47,45.51,6.22,7.85,-0.3,11307.18,45.84,,04-07,20110531.0,5.089,8.345,63.9811357831,17.7553191489,1.34163987138,0.716461179361
616,002548,金新农,0.2,-33.33,,7.51,,6101.81,44.85,,03-26,20110218.0,5.754,9.372,62.8779979145,46.86,,0.713286069652
804,002665,首航节能,0.8,33.33,,11.43,,21275.25,33.35,,03-20,20120327.0,3.921,5.756,46.7992858965,7.195,,0.712617711171
444,600787,中储股份,0.29,-19.31,3.27,9.32,0.73,54637.95,62.67,10派0.3,03-21,19970121.0,5.077,9.545,88.0047272011,32.9137931034,2.91896024465,0.712120837064
1551,300297,蓝盾股份,0.18,12.5,3.64,5.06,0.18,3530.28,10.45,,04-24,20120315.0,3.697,4.24,14.687584528,23.5555555556,1.16483516484,0.711485267035
745,600986,科达股份,0.16,33.33,,7.27,,5354.29,36.66,,02-06,20040426.0,4.621,7.021,51.9368102142,43.88125,,0.705857750001
371,000776,广发证券,0.85,77.08,6.69,13.56,4.29,502256.78,78.58,10派2,02-14,19970611.0,11.356,24.102,112.240225431,28.3552941176,3.60269058296,0.700105507613
186,002602,世纪华通,0.6,93.55,,8.95,,20916.81,157.72,,04-22,20110728.0,3.622,11.84,226.89122032,19.7333333333,,0.695134874666
1141,002150,通润装备,0.23,21.05,,10.2,,5842.05,21.15,,04-27,20070810.0,6.037,7.88,30.5284081497,34.2608695652,,0.692797341292
1268,002002,鸿达兴业,0.41,-30.31,,13.08,,34705.31,17.39,,04-28,20040625.0,2.794,3.5,25.268432355,8.53658536585,,0.688210481588
251,600030,中信证券,1.03,114.58,9.0,12.18,,1133719.38,116.2,10派2.8185,03-24,20030106.0,11.843,31.852,168.952123617,30.9242718447,3.53911111111,0.68776880404
1227,601877,正泰电器,1.82,18.95,,32.17,,183277.81,18.88,,04-11,20100121.0,17.133,21.846,27.5083172824,12.0032967033,,0.686337873967
1177,600486,扬农化工,1.76,-19.7,,18.21,,45468.13,20.42,10派2送2,04-15,20020425.0,18.658,24.23,29.8638653661,13.7670454545,,0.683769490308
1631,002478,常宝股份,0.61,7.02,,8.87,,24590.23,8.33,,03-25,20100921.0,4.524,5.077,12.2236958444,8.32295081967,,0.681463291138
776,000985,大庆华科,0.11,35.09,,2.79,,1391.76,35.03,10派0.6,04-11,20000726.0,9.71,14.733,51.7301750772,133.936363636,,0.677167628908
1824,000519,中兵红箭,0.54,-12.9,,10.47,,39669.66,4.15,10派0.6转4,04-14,19931008.0,8.943,9.492,6.13887957061,17.5777777778,,0.676019125683
383,300351,永贵电器,0.74,15.63,6.5,12.05,0.72,11415.47,75.4,,03-03,20120920.0,8.659,18.347,111.883589329,24.7932432432,2.82261538462,0.673914739885
643,600448,华纺股份,0.06,20.0,,3.38,,2431.61,43.01,,03-24,20010903.0,4.1,6.72,63.9024390244,112.0,,0.673057251908
347,000531,穗恒运A,0.94,-7.25,,22.63,,64544.94,85.52,10派2.2,03-19,19940106.0,5.596,12.722,127.340957827,13.5340425532,,0.671582823463
1042,300066,三川智慧,0.5,-23.08,4.51,11.78,0.43,12542.63,24.31,,03-27,20100326.0,2.716,3.702,36.3033873343,7.404,0.820842572062,0.669634482759
1481,600764,中电广通,0.02,14.29,,0.86,,521.92,12.07,10派0.1,03-31,19961104.0,8.147,9.617,18.0434515773,480.85,,0.668940748298
756,002361,神剑股份,0.27,35.68,,12.65,,8664.06,36.06,,03-18,20100303.0,2.659,4.101,54.2309138774,15.1888888889,,0.664934396671
905,300100,双林股份,0.47,27.03,4.81,12.37,0.22,13295.73,29.54,,04-21,20100806.0,7.123,10.295,44.5317983996,21.9042553191,2.14033264033,0.663346216897
1025,002687,乔治白,0.35,6.06,,8.39,,8167.62,24.75,,04-02,20120713.0,4.768,6.548,37.3322147651,18.7085714286,,0.662966292135
1092,300271,华宇软件,0.99,22.22,7.46,14.26,1.93,14738.05,22.6,,03-26,20111026.0,7.127,9.56,34.1377858847,9.65656565657,1.28150134048,0.662023016851
1007,000736,中房地产,0.25,25.0,,4.59,,7565.39,25.53,10派0.2,03-11,19970425.0,6.902,9.581,38.8148362793,38.324,,0.657738185891
1068,300310,宜通世纪,0.21,-4.55,2.95,7.25,0.17,4751.89,23.32,,03-26,20120425.0,3.78,5.124,35.5555555556,24.4,1.73694915254,0.655874999999
1468,300107,建新股份,0.15,-44.44,3.23,4.81,0.39,4057.92,12.3,,04-14,20100820.0,4.118,4.891,18.7712481787,32.6066666667,1.51424148607,0.655257438552
1199,002350,北京科锐,0.34,21.43,,7.03,,7362.96,19.82,,03-10,20100203.0,5.464,7.122,30.3440702782,20.9470588235,,0.653175392038
1178,600525,长园集团,0.42,20.0,,13.8,,36582.43,20.38,10派1.25,04-17,20021202.0,7.148,9.383,31.2674874091,22.3404761905,,0.65179525727
1105,300009,安科生物,0.38,1.09,2.54,15.88,0.37,10985.15,22.23,,03-03,20091030.0,5.945,7.974,34.1295206056,20.9842105263,3.13937007874,0.65134228684
541,002246,北化股份,0.18,-10.0,,6.8,,7288.97,50.22,10派0.3,04-18,20080605.0,5.617,9.948,77.1052163076,55.2666666667,,0.651317801894
854,300295,三六五网,1.88,-12.15,9.87,19.49,1.74,15050.37,31.58,,03-11,20120315.0,21.056,31.355,48.9124240122,16.6781914894,3.17679837893,0.645643732401
1006,600335,国机汽车,1.39,13.89,,19.01,,85510.3,25.55,10派2,04-16,20010305.0,8.328,11.643,39.8054755043,8.37625899281,,0.641871493213
600,000887,中鼎股份,0.52,44.44,,22.0,,56658.94,45.87,10派0.4,04-10,19981203.0,7.94,13.667,72.1284634761,26.2826923077,,0.635948664222
845,002283,天润曲轴,0.24,33.33,,4.26,,13331.54,31.91,,04-09,20090821.0,2.849,4.282,50.2983502984,17.8416666667,,0.634414445219
949,600984,建设机械,-0.53,1.52,,-19.69,,-12784.35,28.03,,02-17,20040707.0,5.52,7.96,44.2028985507,-15.0188679245,,0.634121311476
932,300180,华峰超纤,0.73,28.07,8.98,8.26,0.77,11549.37,28.55,,03-27,20110222.0,6.037,8.769,45.2542653636,12.0123287671,0.976503340757,0.630879758419
231,600410,华胜天成,0.15,128.99,,4.15,,9513.36,127.79,10派0.62,04-10,20040427.0,4.764,14.437,203.043660789,96.2466666667,,0.629372025226
678,002265,西仪股份,0.03,50.0,,1.62,,827.14,41.15,,03-25,20080806.0,6.096,10.104,65.7480314961,336.8,,0.625874251497
906,600973,宝胜股份,0.31,29.34,,6.27,,12867.44,29.51,,03-31,20040802.0,3.302,4.861,47.2138098122,15.6806451613,,0.625028992945
1119,601199,江南水务,0.76,22.58,,9.29,,17728.99,21.76,10派2.3,04-29,20110317.0,3.429,4.625,34.8789734617,6.08552631579,,0.623871571905
1245,600516,方大炭素,0.16,11.92,,4.91,,27916.55,18.27,,04-25,20020830.0,7.542,9.751,29.2893131795,60.94375,,0.623777003169
1029,002588,史丹利,1.73,-4.42,,17.43,,49521.89,24.68,,03-31,20110610.0,6.771,9.456,39.6544085069,5.46589595376,,0.622377206703
165,300033,同花顺,0.22,37.5,4.43,5.19,0.76,6045.55,175.78,,03-21,20091225.0,5.762,22.061,282.870531066,100.277272727,4.97990970655,0.621415031596
669,600064,南京高科,1.18,41.61,,9.23,,60977.98,41.65,10派1送5,03-28,19970506.0,6.804,11.377,67.2104644327,9.64152542373,,0.619695167286
800,002224,三力士,0.3,-34.78,,17.39,,19744.68,33.71,10派1,04-24,20080425.0,5.511,8.512,54.4547269098,28.3733333333,,0.619046351216
294,300296,利亚德,0.52,-1.89,3.41,17.42,0.26,16132.07,101.08,,03-26,20120315.0,2.142,5.64,163.305322129,10.8461538462,1.65395894428,0.61896329331
603,000667,美好置业,0.03,47.0,,1.39,,7531.78,45.71,,02-17,19961205.0,1.801,3.136,74.1254858412,104.533333333,,0.616657003745
542,002540,亚太科技,0.53,48.14,,9.29,,22184.44,50.18,,02-17,20110118.0,3.855,7.002,81.6342412451,13.2113207547,,0.614693040992
1132,002621,三垒股份,0.27,-18.18,,5.67,,6016.73,21.44,,04-17,20110929.0,6.157,8.305,34.8871203508,30.7592592593,,0.614553445066
1024,000838,财信发展,0.41,24.82,,18.32,,7455.06,24.82,10派1.5,02-17,19970626.0,1.782,2.504,40.5162738496,6.10731707317,,0.612593351801
1768,002411,必康股份,0.08,0.0,,3.33,,2839.76,5.62,,03-17,20100525.0,8.887,9.705,9.20445594689,121.3125,,0.610573838631
833,601098,中南传媒,0.82,32.26,,15.06,,146875.66,32.24,,04-14,20101028.0,10.292,15.76,53.1286436067,19.2195121951,,0.606828968544
771,600094,大名城,0.21,24.91,,10.18,,34543.33,35.22,10派0.4,03-21,19970703.0,5.009,7.925,58.2152126173,37.7380952381,,0.604996502057
708,002439,启明星辰,0.41,-30.51,,12.07,,17036.67,39.19,,03-28,20100623.0,7.898,13.032,65.00379843,31.7853658537,,0.602887845734
325,002626,金达威,0.68,19.3,,14.2,,19453.62,90.48,10派3,03-19,20111028.0,4.675,11.732,150.951871658,17.2529411765,,0.599396344055
1414,002045,国光电器,0.22,10.0,,7.33,,9256.4,13.52,,04-01,20050523.0,5.416,6.66,22.9689807976,30.2727272727,,0.588619935692
1524,002705,新宝股份,0.49,-6.76,,10.35,,21334.93,11.0,,04-27,20140121.0,7.028,8.342,18.6966420034,17.0244897959,,0.588340943684
614,002367,康力电梯,0.54,-27.2,,21.76,,40240.8,44.87,,03-24,20100312.0,6.198,10.925,76.2665375928,20.2314814815,,0.588331415274
903,002487,大金重工,0.13,30.0,,3.09,,4726.23,29.61,,02-28,20101015.0,3.925,5.902,50.3694267516,45.4,,0.58785660091
1164,300172,中电环保,0.49,-7.55,5.52,9.3,0.45,8339.99,20.75,,03-17,20110201.0,5.44,7.361,35.3125,15.0224489796,1.33351449275,0.587610619469
583,000828,东莞控股,0.57,47.51,,15.47,,59033.33,47.51,10派2.5,04-18,19970617.0,4.185,7.574,80.9796893668,13.2877192982,,0.586690321629
727,000756,新华制药,0.11,37.5,,2.81,,5072.53,38.05,10派0.2,03-30,19970806.0,4.819,7.945,64.8682299232,72.2272727273,,0.586573736405
764,002510,天汽模,0.4,-33.33,,10.39,,16642.36,35.82,,03-28,20101125.0,2.678,4.314,61.0903659447,10.785,,0.586344498778
946,002284,亚太股份,0.6,25.0,,12.8,,17556.8,28.11,,03-21,20090828.0,4.278,6.329,47.9429640019,10.5483333333,,0.586321696733
1255,000830,鲁西化工,0.25,19.62,,6.23,,36106.66,18.03,10派3,04-14,19980807.0,3.94,5.152,30.7614213198,20.608,,0.586123762376
1195,000823,超声电子,0.31,2.97,,6.24,,15997.39,19.91,10派1,04-18,19971008.0,8.026,10.753,33.9770745078,34.6870967742,,0.585983351669
907,600380,健康元,0.23,29.49,,8.37,,35423.88,29.46,10派1,03-31,20010608.0,4.618,6.943,50.3464703335,30.1869565217,,0.585145290322
864,002101,广东鸿图,0.62,21.57,,9.01,,11794.69,30.93,,03-27,20061229.0,8.842,13.524,52.951820855,21.8129032258,,0.584115890645
1071,002489,浙江永强,0.67,21.82,,10.16,,32262.66,23.2,,04-21,20101021.0,2.061,2.881,39.7865114022,4.3,,0.583112195122
531,600037,歌华有线,0.54,50.83,,9.44,,56874.69,50.96,10派1.8,03-21,20010208.0,7.497,14.083,87.8484727224,26.0796296296,,0.580089766171
1598,300046,台基股份,0.31,9.3,5.75,5.39,0.5,4390.26,9.29,,03-19,20100120.0,11.798,13.692,16.0535684014,44.1677419355,2.3812173913,0.5786875396
398,600999,招商证券,0.72,51.0,,10.85,,385067.27,72.7,,03-31,20091117.0,11.653,26.296,125.658628679,36.5222222222,,0.57855159462
792,000995,皇台酒业,-0.22,29.41,,-28.62,,-3928.85,34.07,,04-27,20000807.0,7.79,12.39,59.0500641849,-56.3181818182,,0.576968043478
2208,002698,博实股份,0.47,-9.62,,12.16,,18732.38,-9.63,,04-24,20120911.0,17.062,14.214,-16.6920642363,30.2425531915,,0.576920856742
289,601688,华泰证券,0.8,102.86,,11.74,,448627.61,102.84,10派5,03-09,20100226.0,8.206,22.862,178.601023641,28.5775,,0.57580856987
1380,300305,裕兴股份,0.46,13.32,8.67,5.48,0.04,6689.53,14.4,,03-14,20120329.0,7.67,9.592,25.0586701434,20.852173913,1.10634371396,0.574651404787
1011,000910,大亚圣象,0.31,24.0,,6.35,,16355.42,25.4,10派0.3,03-24,19990630.0,4.889,7.056,44.3239926365,22.7612903226,,0.573053068759
1241,600593,大连圣亚,0.42,18.38,,11.4,,3851.12,18.39,10派1.5,01-23,20020711.0,12.9,17.043,32.1162790698,40.5785714286,,0.572606806661
2264,300304,云意电气,0.41,-56.38,4.76,8.9,0.33,8221.67,-12.47,,03-26,20120321.0,4.683,3.663,-21.7809096733,8.93414634146,0.769537815126,0.572519705882
321,300085,银之杰,0.11,-5.75,3.17,4.78,0.12,2768.67,91.65,,04-10,20100526.0,5.368,13.976,160.357675112,127.054545455,4.40883280757,0.5715348513
449,000592,平潭发展,0.08,61.99,,6.39,,7041.22,61.95,,04-15,19960327.0,4.063,8.472,108.515874969,105.9,,0.570884214109
526,300254,仟源医药,0.31,53.2,4.77,6.6,0.61,4099.75,51.21,,03-24,20110819.0,9.284,17.618,89.7673416631,56.8322580645,3.69350104822,0.570474730021
1382,000688,建新矿业,0.28,14.3,,27.86,,32260.59,14.3,,04-24,19970120.0,5.78,7.23,25.0865051903,25.8214285714,,0.570027586207
1404,600702,沱牌舍得,0.04,13.75,,0.6,,1338.94,13.72,10派0.2,04-11,19960524.0,14.951,18.554,24.0987224935,463.85,,0.569324784901
765,600337,美克家居,0.36,33.33,,8.39,,23356.57,35.79,10派1.5,03-31,20001127.0,2.402,3.922,63.2805995004,10.8944444444,,0.565576184211
1138,002426,胜利精密,0.16,-44.71,,6.77,,14000.58,21.2,,03-27,20100608.0,2.878,3.959,37.5608061154,24.74375,,0.564418131359
599,300151,昌红科技,0.26,-25.71,3.86,6.85,0.34,5171.96,45.91,,04-25,20101222.0,3.366,6.111,81.550802139,23.5038461538,1.58316062176,0.562961967213
2414,000536,华映科技,0.32,-27.75,,9.44,,24972.35,-19.63,,03-10,19931126.0,14.995,9.758,-34.9249749917,30.49375,,0.562061962955
2194,300078,思创医惠,0.47,-7.84,6.88,6.77,0.29,7796.81,-9.12,,03-19,20100430.0,4.858,4.068,-16.2618361466,8.65531914894,0.591279069767,0.56082227848
1233,600985,雷鸣科化,0.56,19.15,,9.58,,9797.07,18.68,10派1.7转5,03-27,20040428.0,8.271,11.035,33.4179663886,19.7053571429,,0.558980752532
1044,601231,环旭电子,0.69,23.21,,16.72,,70139.4,24.31,,03-27,20120220.0,10.241,14.696,43.5016111708,21.2985507246,,0.558829876543
1216,300137,先河环保,0.22,-26.67,3.16,7.15,0.0,7169.42,19.25,,04-25,20101105.0,10.896,14.676,34.6916299559,66.7090909091,4.64430379747,0.55488888889
1269,600167,联美控股,0.77,17.37,,17.14,,16279.21,17.38,,04-25,19990128.0,9.982,13.11,31.33640553,17.025974026,,0.554626470587
432,000677,恒天海龙,-0.5,64.61,,-140.02,,-42961.32,64.6,,03-11,19961226.0,3.01,6.53,116.943521595,-13.06,,0.552403409089
609,000839,中信国安,0.12,45.07,,3.23,,18921.63,44.99,10派2,03-21,19971031.0,2.449,4.448,81.6251531237,37.0666666667,,0.55117813907
1250,601933,永辉超市,0.26,-43.48,,13.92,,85156.04,18.18,,04-30,20101215.0,3.116,4.145,33.0231065469,15.9423076923,,0.55052361516
651,300178,腾邦国际,0.53,-28.3,5.06,11.1,-1.02,12985.98,42.72,,03-20,20110215.0,6.7,11.932,78.0895522388,22.5132075472,2.3581027668,0.547064220184
681,000990,诚志股份,0.23,30.86,,4.0,,7322.41,41.11,10派0.3,03-27,20000706.0,9.924,17.398,75.3123740427,75.6434782609,,0.545859834092
1117,600697,欧亚集团,1.88,22.08,,20.31,,29875.41,21.81,10派3.3,04-18,19931206.0,17.744,24.849,40.0417042381,13.2175531915,,0.544682111189
788,300001,特锐德,0.4,-32.2,3.53,11.77,0.28,15908.82,34.4,,04-08,20091030.0,5.151,8.423,63.5216462823,21.0575,2.38611898017,0.541547677261
544,300253,卫宁健康,0.56,-25.33,3.52,17.62,0.2,12097.16,50.08,,02-28,20110818.0,5.409,10.442,93.0486226659,18.6464285714,2.96647727273,0.538213232665
1338,002460,赣锋锂业,0.24,-51.02,,6.37,,8572.74,15.65,,04-14,20100810.0,5.798,7.489,29.1652293894,31.2041666667,,0.536597871083
485,600990,四创电子,0.59,47.48,,9.12,,8016.59,56.6,,03-28,20040510.0,28.079,57.783,105.787243135,97.9372881356,,0.535036156749
978,000919,金陵药业,0.39,26.48,,8.72,,19718.45,26.49,10派1.7,03-31,19991118.0,8.771,13.129,49.6864667655,33.6641025641,,0.533143162001
1182,600624,复旦复华,0.11,11.22,,5.25,,4052.09,20.2,10派0.31转3,04-18,19930105.0,5.436,7.516,38.2634289919,68.3272727273,,0.527919230769
750,002421,达实智能,0.51,29.05,,11.16,,11216.79,36.3,,03-07,20100603.0,2.681,4.525,68.780305856,8.87254901961,,0.527767353579
899,000001,平安银行,1.73,-6.99,11.46,16.35,2.22,1980200.0,30.01,10派1.74转2,03-13,19910403.0,6.728,10.588,57.372175981,6.12023121387,0.923909249564,0.523075854922
483,002089,新海宜,0.26,30.0,,9.07,,13414.45,57.16,,03-20,20061130.0,2.605,5.462,109.673704415,21.0076923077,,0.521182359116
1278,600585,海螺水泥,2.07,16.95,12.5,18.47,3.33,1099302.23,17.19,10派6.5,03-24,20020207.0,15.322,20.379,33.0048296567,9.84492753623,1.63032,0.520832865335
1643,000851,高鸿股份,0.1,3.36,,2.46,,5640.57,8.11,,03-18,19980609.0,9.642,11.146,15.5984235636,111.46,,0.519924335106
1328,000062,深圳华强,0.72,16.5,,22.56,,47755.53,15.91,10派0.5,03-14,19970130.0,11.438,14.962,30.8095820948,20.7805555556,,0.516397786606
537,300166,东方国信,0.52,-28.77,5.37,12.5,0.31,13562.87,50.3,,03-24,20110125.0,4.459,8.805,97.4657995066,16.9326923077,1.63966480447,0.516078462955
819,600477,杭萧钢构,0.11,16.67,,5.57,,5925.81,32.95,10派0.6转3,04-21,20031110.0,1.644,2.695,63.9294403893,24.5,,0.515411988582
522,300316,晶盛机电,0.16,0.0,4.3,3.87,0.33,6581.06,51.68,,03-12,20120511.0,4.907,9.832,100.366822906,61.45,2.28651162791,0.514911187818
1576,600561,江西长运,0.63,1.61,,10.31,,14882.89,9.72,10派1.9,04-25,20020716.0,10.438,12.415,18.9404100402,19.7063492063,,0.513188467376
1036,600798,宁波海运,0.01,25.0,,0.38,,740.57,24.41,10派0.1,03-28,19970423.0,3.479,5.135,47.5998850244,513.5,,0.512816364735
1010,000789,万年青,1.34,25.45,,23.95,,54993.23,25.44,10派3转5,03-28,19970923.0,5.732,8.576,49.6161898116,6.4,,0.512735864979
1247,600487,亨通光电,0.87,-38.22,,9.13,,34415.64,18.25,10派0.84,04-15,20030822.0,4.602,6.244,35.68013907,7.17701149425,,0.511489037758
766,002662,京威股份,0.7,32.08,,14.64,,43040.79,35.76,,03-31,20120309.0,3.352,5.698,69.9880668258,8.14,,0.510944245524
626,300007,汉威科技,0.47,38.24,7.86,7.98,0.35,5734.18,44.18,,03-28,20091030.0,7.555,14.091,86.5122435473,29.9808510638,1.7927480916,0.510679161567
280,000728,国元证券,0.7,105.88,,8.31,,137174.47,106.55,10派1,03-17,19970616.0,6.469,19.972,208.733961972,28.5314285714,,0.510458379621
1009,002345,潮宏基,0.26,-43.48,,9.57,,22071.03,25.46,,03-27,20100128.0,5.455,8.202,50.3574702108,31.5461538462,,0.505585365854
904,000733,振华科技,0.28,0.0,,4.13,,12890.24,29.56,10派0.3,04-25,19970703.0,8.744,13.859,58.4972552608,49.4964285714,,0.50532285435
1581,600278,东方创业,0.26,8.33,,5.07,,13495.78,9.59,10派0.8,03-25,20000712.0,11.003,13.096,19.0220848859,50.3692307692,,0.504150836121
634,600115,东方航空,0.27,37.2,2.19,13.06,,341700.0,43.81,,03-28,19971105.0,2.729,5.103,86.9915720044,18.9,2.3301369863,0.503612005055
1317,000404,华意压缩,0.33,12.06,,10.89,,18718.47,16.1,10派0.6,03-25,19960619.0,5.47,7.227,32.1206581353,21.9,,0.501235059761
1084,002372,伟星新材,0.89,-7.29,,19.12,,38775.16,22.83,,04-25,20100318.0,4.548,6.637,45.9322779244,7.45730337079,,0.497036093824
1727,600248,延长化建,0.43,-0.94,,12.85,,19798.05,6.45,10派0.5,03-07,20000622.0,5.9,6.672,13.0847457627,15.5162790698,,0.492940414508
438,601002,晋亿实业,0.17,54.55,,5.99,,13724.59,63.55,,04-28,20070126.0,8.386,19.206,129.024564751,112.976470588,,0.492541866912
916,002538,司尔特,0.49,28.95,,8.43,,14406.85,29.09,10派1转10,01-22,20110118.0,4.673,7.436,59.1268992082,15.1755102041,,0.491992652914
631,600818,中路股份,0.04,33.33,,3.74,,1417.52,43.93,,03-18,19940128.0,12.497,23.704,89.6775226054,592.6,,0.489866342465
1312,300358,楚天科技,1.35,-34.15,7.13,21.04,-0.07,15690.62,16.25,10派3转10,01-24,20140121.0,9.196,12.253,33.2427142236,9.0762962963,1.71851332398,0.488828917239
927,600741,华域汽车,1.73,28.73,,20.76,,445572.1,28.72,10派5.2,03-27,19960826.0,8.593,13.665,59.0247876178,7.89884393064,,0.486575236593
1568,600475,华光股份,0.33,9.98,,6.22,,8322.73,10.0,10派1,04-03,20030721.0,11.96,14.423,20.5936454849,43.7060606061,,0.485586682908
768,000612,焦作万方,0.31,-26.15,,7.9,,35645.0,35.56,,04-25,19960926.0,5.664,9.812,73.2344632768,31.6516129032,,0.485563741562
662,600435,北方导航,0.04,33.33,,1.42,,3250.69,41.87,10派0.5,04-23,20030704.0,6.53,12.176,86.4624808576,304.4,,0.484256287637
1315,300255,常山药业,0.71,16.39,7.27,10.29,-0.45,13373.25,16.1,,03-24,20110819.0,5.857,7.81,33.3447157248,11.0,1.0742778542,0.482835125448
