,Unnamed: 0,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,timeToMarket,start,end,percent,PE,PB,dividend,net_profits_2016,profits_yoy_2016,percent_2016,net_profits_2015,profits_yoy_2015,percent_2015,net_profits_2014,profits_yoy_2014,percent_2014
223,926,000593,大通燃气,0.03,18.18,,0.84,,933.47,42.12,,08-31,19960312,11.28,11.95,5.93971631206,398.333333333,,7.09124776119,-5508.43,-490.82,-21.2840195394,1409.46,-17.91,91.8083255254,1716.92,-56.09,13.5755548799
224,536,000090,天健集团,0.29,95.14,,5.34,,34610.32,95.04,,08-22,19990721,9.484,10.77,13.5596794601,37.1379310345,,7.00901524108,44651.81,13.7,-19.2644930621,39273.27,-6.82,24.7424869916,42147.7,11.37,111.285618129
225,783,300347,泰格医药,0.24,40.71,,6.33,,11962.95,53.07,10派1,08-23,20120817,26.916,28.97,7.6311487591,120.708333333,,6.95439201558,14065.2,-10.0,-11.8404244866,15627.8,24.53,103.852573947,12549.63,33.43,-4.39805949189
226,891,600684,珠江实业,0.32,45.45,,8.53,,22979.56,44.98,,08-23,19931028,6.509,6.93,6.46796742971,21.65625,,6.95427125891,33317.1,16.17,-21.6632567096,28679.07,6.53,39.529806885,26920.98,-40.12,53.1241964515
227,494,600879,航天电子,0.08,-19.59,,2.05,,20888.44,106.34,,08-25,19951115,7.625,8.8,15.4098360656,110.0,,6.90078723403,47837.31,80.27,-14.0651414403,26537.05,7.68,14.5494448748,24643.39,7.01,66.65232358
228,178,601003,柳钢股份,0.15,401.3,,8.19,,39561.0,400.81,,08-29,20070227,4.731,7.48,58.1061086451,49.8666666667,,6.89789781739,19643.81,-116.52,15.2496954933,-118943.94,-804.95,5.01407009465,16872.58,-22.14,92.4667651403
229,645,000100,TCL集团,0.08,70.56,1.94,4.47,0.28,103384.47,70.68,,08-02,20040130,3.225,3.56,10.3875968992,44.5,1.83505154639,6.80426865673,160212.6,-37.59,-20.7811348563,256700.34,-19.36,13.5248187395,318320.62,50.93,66.8683108423
230,1067,002396,星网锐捷,0.1,34.41,,1.78,,5182.49,34.51,,08-25,20100623,19.596,20.6,5.12349459073,206.0,,6.7356370518,31945.8,21.77,-18.0083682008,26234.06,8.52,32.8811297676,24175.27,1.08,28.9781283614
231,664,600135,乐凯胶片,0.13,68.22,,2.99,,4976.33,68.33,,08-26,19980122,13.695,15.09,10.1861993428,116.076923077,,6.70809569894,4114.3,12.26,-36.5443425076,3665.07,33.01,99.3165866273,2755.48,14.16,36.286972939
232,980,002083,孚日股份,0.27,41.26,,7.57,,24373.83,39.07,10派1,08-29,20061124,6.887,7.29,5.85160447219,27.0,,6.6768012407,37816.2,21.68,-8.78145695364,31079.64,325.04,64.5955962503,7312.09,-18.92,18.2521268368
233,540,002717,岭南园林,0.48,71.43,,7.28,,20039.49,94.11,,08-29,20140219,25.855,29.5,14.0978534133,61.4583333333,,6.67548436212,26080.41,55.29,-40.7674684994,16795.11,43.53,256.093979442,11701.16,21.09,75.3146453089
234,626,600362,江西铜业,0.24,71.43,,1.77,,83021.28,75.38,,08-30,20020111,16.583,18.46,11.3188204788,76.9166666667,,6.65970452851,78753.81,23.59,7.00780796283,63721.81,-77.65,-13.5549729458,285064.92,-20.04,34.9721427496
235,748,601877,正泰电器,0.6,-1.64,,7.13,,125645.43,56.62,,08-31,20100121,19.69,21.39,8.63382427628,35.65,,6.5579282353,218476.35,25.32,-20.6208425721,174330.48,-4.88,13.5448136959,183277.81,18.88,27.5083172824
236,312,600219,南山铝业,0.08,-11.11,,2.32,,74153.78,202.14,,08-26,19991223,3.045,3.99,31.0344827586,49.875,,6.5134,131272.79,134.3,18.75975039,56028.39,-38.63,-25.2696006995,91296.6,15.04,75.6784434204
237,589,002536,西泵股份,0.28,75.0,,5.01,,9462.96,82.6,,08-16,20110111,14.004,15.78,12.6820908312,56.3571428571,,6.51312162162,10785.72,88.75,-36.1043938495,5714.34,41.36,155.204937122,4042.29,59.75,22.0579874929
238,1113,603883,老百姓,0.72,33.33,,9.97,,19131.86,32.09,,08-30,20150423,46.356,48.71,5.07809129347,67.6527777778,,6.31930348343,29689.54,23.45,-33.8782147289,24050.18,18.84,260.428769729,20238.21,25.92,
239,358,300415,伊之密,0.31,47.62,,14.81,,13342.96,161.75,,08-22,20150123,11.098,13.94,25.6082176969,44.9677419355,,6.31633180858,10884.71,50.5,-12.3726806159,7232.32,-4.89,192.561792562,7604.56,-3.44,
240,267,002148,北纬科技,0.14,55.56,,6.87,,7765.46,243.73,,08-10,20070810,8.619,12.0,39.2272885486,85.7142857143,,6.21327675243,7883.05,-512.76,-16.4420746486,-1909.82,-225.13,25.4408366776,1526.21,-72.89,-19.7677822227
241,261,601636,旗滨集团,0.2,237.94,,8.45,,53571.5,252.72,,08-25,20110812,3.753,5.28,40.68745004,26.4,,6.2112518664,83505.69,387.39,-24.0744487154,17133.26,-22.49,51.2083205873,22105.86,-42.9,9.51423785595
242,822,000988,华工科技,0.2,53.85,,5.44,,17613.11,50.18,,08-25,20000608,15.617,16.88,8.08734071845,84.4,,6.20475898654,22980.98,52.36,-25.9857819905,15083.04,-10.41,77.5347076146,16835.13,218.71,73.503649635
243,612,603338,浙江鼎力,0.92,76.92,,13.05,,14952.37,77.55,,07-25,20150325,51.943,58.48,12.5849488863,63.5652173913,,6.16212276273,17478.23,39.01,-2.26357581003,12573.42,36.72,213.823442575,9196.44,10.01,
244,220,600711,盛屯矿业,0.15,311.11,,5.39,,22196.36,310.14,,08-08,19960531,6.998,10.57,51.0431551872,70.4666666667,,6.07603505039,18856.49,36.19,-8.16272965879,13845.45,-7.82,13.4603930911,15019.36,41.55,113.34180432
245,479,300285,国瓷材料,0.19,-5.0,,6.51,,11330.36,108.9,,08-15,20120113,19.504,23.03,18.078342904,121.210526316,,6.02378218946,13039.66,51.76,-13.8135218736,8592.23,35.73,212.525894214,6330.29,-19.45,-7.51053774428
246,306,000709,河钢股份,0.12,202.56,,2.75,,125080.22,205.82,,08-30,19970416,3.279,4.4,34.187252211,36.6666666667,,6.02037270295,155547.92,171.25,1.3601236476,57345.26,-17.75,-13.0610051062,69717.13,500.1,93.6004162331
247,405,000036,华联控股,0.92,139.79,,26.93,,105179.58,143.4,,08-31,19940617,8.154,10.11,23.9882266372,10.9891304348,,5.97793251535,134854.24,1845.78,-6.23275068997,6930.59,101.61,97.546569741,3437.61,-56.93,57.664756447
248,335,000886,海南高速,0.09,178.79,,3.47,,9143.3,182.55,,08-30,19980123,5.17,6.75,30.5609284333,75.0,,5.97331329113,6341.41,-127.96,-27.1830985915,-22678.35,-549.6,45.1942740286,5044.1,-62.84,24.427480916
249,1024,600367,红星发展,0.13,30.0,,3.59,,3912.31,36.65,,08-05,20010320,13.397,14.22,6.14316638053,109.384615385,,5.96597873633,4585.95,-124.09,5.91351094948,-19039.1,-856.6,14.7822141561,2516.41,670.98,31.2686122692
250,427,000795,英洛华,0.05,84.0,,2.61,,5212.99,131.85,,08-18,19970808,6.33,7.75,22.4328593997,155.0,,5.87753873239,3458.08,-159.67,-17.8028827425,-5795.43,-573.44,58.3264802632,1224.11,-107.72,23.9867448381
251,990,000915,山大华特,0.63,6.78,,10.81,,14673.23,38.58,,07-28,19990609,32.31,34.46,6.65428659858,54.6984126984,,5.79776651162,19838.52,30.13,20.1606604931,15245.61,-29.87,35.1409760265,21737.84,41.82,-14.7441940183
252,234,300073,当升科技,0.4,98.35,,10.31,,14492.31,296.77,,08-29,20100427,21.483,32.52,51.3755062142,81.3,,5.77648809459,9928.78,647.56,10.9200743494,1328.16,-151.9,120.61738239,-2559.27,-363.75,59.2417921277
253,618,002341,新纶科技,0.15,31.25,,2.25,,7395.1,76.82,,08-08,20100122,21.077,23.91,13.4411918205,159.4,,5.7152669961,5014.69,-147.04,26.6646634615,-10661.52,-222.43,3.97400649838,8708.44,-19.71,-3.06480920654
254,1042,002705,新宝股份,0.25,-0.89,,6.05,,19343.74,35.91,,08-29,20140121,12.765,13.58,6.38464551508,54.32,,5.62443128834,43099.0,52.01,6.73076923077,28352.18,32.89,43.37089427,21334.93,11.0,18.6966420034
255,799,300467,迅游科技,0.18,50.0,,5.56,,3078.98,52.02,,08-08,20150527,43.774,47.87,9.35715264769,265.944444444,,5.55938349609,3911.51,-34.11,-51.7514273747,5936.48,-1.35,717.351351351,6017.52,31.22,
256,715,002431,棕榈股份,0.06,50.0,,1.96,,8430.6,60.91,,08-24,20100610,9.144,10.15,11.0017497813,169.166666667,,5.5363920477,12082.61,-157.14,-14.6855756671,-21146.1,-149.39,27.4586752289,42813.43,7.37,2.93793609989
257,139,600966,博汇纸业,0.3,516.26,,9.38,,40536.85,516.88,,08-12,20040608,3.723,7.23,94.1982272361,24.1,,5.48715209581,20131.96,422.26,-17.2666666667,3854.81,-14.11,53.7410317731,4487.84,-124.57,20.008200082
258,424,000756,新华制药,0.23,130.0,,5.19,,10677.5,132.79,,08-14,19970806,12.4,15.45,24.5967741935,67.1739130435,,5.39867540985,12227.15,47.2,-7.39357729649,8306.23,63.75,68.5336689742,5072.53,38.05,64.8682299232
259,582,002121,科陆电子,0.1,67.96,,3.72,,13478.37,83.3,,08-17,20070306,8.801,10.17,15.5550505624,101.7,,5.35517384954,27179.54,38.53,-25.3519932146,19619.6,56.09,143.897393463,12569.43,46.28,62.323707186
260,379,002534,杭锅股份,0.29,107.14,,7.96,,21617.18,151.86,,08-22,20110110,9.18,11.79,28.431372549,40.6551724138,,5.34128275862,19153.01,-223.62,-12.7956682816,-15493.74,-319.33,6.25820127183,7064.17,1.5,57.5540712468
261,651,603085,天成自控,0.12,-25.0,,2.98,,2786.13,70.01,,08-22,20150630,25.105,28.44,13.2842063334,237.0,,5.27016806597,3522.13,5.43,3.41489536991,3340.82,3.58,366.039546938,3225.24,33.78,
262,213,601011,宝泰隆,0.04,300.0,,1.39,,6092.15,330.3,,08-29,20110309,7.13,11.61,62.8330995792,290.25,,5.25678348215,9334.0,2.37,-14.0963855422,9117.62,29.43,110.71337903,7044.39,504.01,-1.00527770797
263,863,601216,君正集团,0.11,-26.51,,6.54,,92431.16,46.99,,08-25,20110222,4.632,5.05,9.02417962003,45.9090909091,,5.2071215311,158391.84,88.59,-18.6797752809,83986.3,9.78,97.8464744703,76502.24,49.36,44.0220110055
264,410,000016,深康佳A,0.01,141.51,,1.06,,3087.13,140.53,,08-25,19920327,4.51,5.74,27.2727272727,574.0,,5.15276666667,9567.3,-107.61,-34.7322720695,-125681.93,-2488.32,130.563897231,5262.35,16.52,55.6074766355
265,509,300296,利亚德,0.23,-4.17,,8.0,,37090.72,102.04,,08-22,20120315,16.809,20.15,19.8762567672,87.6086956522,,5.13376342413,66882.95,102.19,35.2510460251,33078.91,105.05,120.354609929,16132.07,101.08,163.305322129
266,556,002135,东南网架,0.08,100.0,,2.79,,6865.32,90.22,,08-22,20070530,7.269,8.56,17.7603521805,107.0,,5.07985422153,4912.46,42.05,-39.8261589404,3458.35,-46.4,115.714285714,6451.84,6.7,53.930731171
267,502,600020,中原高速,0.23,401.56,,5.52,,77638.82,104.64,,08-19,20030808,4.411,5.32,20.6075719791,23.1304347826,,5.07774521453,74813.99,-34.63,-32.0338983051,114453.84,28.55,70.5650459921,89034.07,125.63,87.1618298082
268,399,000825,太钢不锈,0.13,145.28,,3.24,,73997.71,145.39,,08-26,19981021,3.922,5.05,28.760836308,38.8461538462,,5.05513812057,114565.52,-130.87,-3.8961038961,-371139.76,-939.76,-22.2073961113,44195.74,-29.82,105.967805261
269,24,603612,索通发展,1.2,,,14.38,,21614.67,2532.83,,08-23,20170718,11.35,68.32,501.938325991,56.9333333333,,5.04609803405,8891.5,-10.77,,9964.63,-37.95,,16058.29,265.48,
270,919,000751,锌业股份,0.06,42.64,,3.67,,8063.21,42.52,,08-19,19970626,5.69,6.17,8.43585237258,102.833333333,,5.04039166667,13439.62,48.07,-11.3707165109,9076.41,3.04,7.0,8808.7,-97.89,54.6391752577
271,593,000997,新大陆,0.46,84.0,,16.11,,42802.59,81.65,,08-04,20000807,19.378,22.55,16.3690783363,49.0217391304,,4.98806336695,46134.73,37.34,-22.9533616954,33592.49,21.82,61.9510624598,27576.29,25.16,71.4885159011
272,836,600459,贵研铂业,0.23,43.75,,3.26,,6107.6,49.13,,08-24,20030516,22.802,25.06,9.90264011929,108.956521739,,4.96130318866,8302.06,29.82,9.53021423768,6395.03,-25.14,15.4887384888,8542.99,6.95,18.1413029231
273,1029,600201,生物股份,0.63,26.0,,9.93,,38727.89,36.46,10转4,08-26,19990115,31.129,33.44,7.42394551704,53.0793650794,,4.91113517958,64454.17,34.36,-13.2848626664,47972.77,18.65,111.850103275,40432.14,61.16,37.3399254336
274,685,600325,华发股份,0.27,-6.9,,4.44,,56863.68,65.21,,08-31,20040225,6.761,7.67,13.4447566928,28.4074074074,,4.85021793179,101838.19,43.84,-20.3651354535,70801.42,9.48,33.0512458862,64670.21,20.13,71.1182622687
275,268,600438,通威股份,0.2,81.73,,6.56,,79162.24,242.31,,08-22,20040302,6.276,9.43,50.2549394519,47.15,,4.82161559924,102472.44,209.46,-9.56772334294,33113.81,0.56,54.3937708565,32929.49,7.66,7.27923627685
276,732,300383,光环新网,0.14,-33.33,,3.42,,20959.85,58.37,,08-25,20140129,12.428,13.94,12.1660766012,99.5714285714,,4.79776693123,33515.98,195.07,-55.1724137931,11358.84,19.34,552.482937162,9518.44,41.51,86.7692307692
277,788,601222,林洋能源,0.19,-62.0,,3.87,,33674.19,52.75,,08-18,20110808,7.982,8.87,11.1250313205,46.6842105263,,4.74155968467,47442.48,-4.19,-22.6400465206,49515.87,20.79,65.2731058786,40992.1,10.34,10.0475938657
278,165,600782,新钢股份,0.21,157.86,,6.48,,57191.04,416.11,,08-25,19961225,3.322,6.3,89.6447922938,30.0,,4.64176433848,50292.27,730.46,18.6428571429,6055.96,-85.1,-10.1700352903,40642.94,270.83,102.9296875
279,1146,603730,岱美股份,0.76,31.03,,17.4,,27313.39,30.71,,08-29,20170728,35.88,38.26,6.63322185061,50.3421052632,,4.62972605042,44451.01,40.11,,31725.68,39.23,,22786.09,29.4,
280,974,600570,恒生电子,0.37,37.04,,9.08,,22862.41,39.36,,08-31,20031216,47.017,51.04,8.55647957122,137.945945946,,4.60002266965,1829.14,-95.97,-22.3347319039,45373.35,25.86,11.5085651133,36052.05,11.51,164.12065191
281,1157,600867,通化东宝,0.24,4.35,,9.9,,41039.07,30.21,,08-08,19940824,18.094,19.3,6.66519288162,80.4166666667,,4.53250199005,64092.34,30.02,-2.37928243863,49295.9,76.19,92.8519404849,27978.09,52.13,13.8744075829
282,318,600848,上海临港,0.17,139.86,,3.14,,19058.58,197.67,,08-29,19940324,19.35,27.79,43.6175710594,163.470588235,,4.53188921801,40336.5,68.52,-15.7596865477,23935.56,-499.71,106.564748201,-5988.29,-597.26,59.5408895265
283,317,000951,中国重汽,0.71,195.83,,9.43,,47886.7,198.58,,08-31,19991125,13.193,19.04,44.3189570227,26.8169014085,,4.48070111168,41817.89,50.14,20.4510179859,27851.99,-35.42,-11.4551333872,43130.15,13.31,84.7371565114
284,477,300127,银河磁体,0.34,112.5,,9.66,,11041.49,110.1,,08-25,20101013,17.056,21.26,24.648217636,62.5294117647,,4.46685442436,11829.09,27.3,-3.6275285343,9292.39,28.9,56.9249866998,7209.05,30.42,36.0270172476
285,706,300327,中颖电子,0.3,34.96,,8.66,,6208.01,61.82,,08-29,20120613,30.037,34.2,13.8595731931,114.0,,4.46045481623,10763.25,116.2,-7.08673595645,4978.32,59.54,242.784434312,3120.42,18.2,-22.5824987687
286,388,002362,汉王科技,0.09,125.0,,2.53,,2015.17,148.71,,08-24,20100303,22.56,30.13,33.554964539,334.777777778,,4.4318330251,2131.92,342.1,-29.6099843994,482.23,-54.73,91.8013165769,1065.32,-104.92,28.7365177196
287,1008,600754,锦江股份,0.43,15.81,,3.22,,41245.37,37.87,,08-31,19961011,28.927,31.4,8.54910637121,73.023255814,,4.4297027497,69457.94,8.93,-41.9334765241,63760.95,30.88,107.259943418,48716.82,29.06,60.4967948718
288,516,300091,金通灵,0.13,101.04,,7.65,,7039.34,100.01,,08-30,20100625,13.929,17.09,22.6936607079,131.461538462,,4.40695757671,4640.54,39.46,-7.76107542547,3327.4,138.11,28.9361338798,1397.41,448.86,85.9637980311
289,441,000605,渤海股份,0.12,71.43,,1.64,,2935.73,127.57,,08-29,19960913,21.03,27.18,29.2439372325,226.5,,4.36227170732,4254.59,-6.2,-36.2534101243,4535.58,7.6,93.9447383892,4215.37,-446.85,7.93147208122
290,554,600206,有研新材,0.04,85.71,,1.17,,3298.21,90.81,,08-25,19990319,9.94,12.01,20.8249496982,300.25,,4.36063478261,4789.38,57.86,-37.4842767296,3033.9,-49.63,38.5017421603,6023.17,3023.52,18.6563307494
291,419,600764,中电广通,0.09,137.84,,5.54,,2917.71,136.4,,08-28,19961104,28.31,37.25,31.5789473684,413.888888889,,4.31933333334,726.71,-105.81,43.5598377282,-12499.33,-2494.87,105.053551003,521.92,12.07,18.0434515773
292,1034,002203,海亮股份,0.24,36.3,,8.97,,40237.82,36.29,,08-28,20080116,8.002,8.68,8.47288177956,36.1666666667,,4.28307640118,55124.85,20.71,-26.2012358203,45669.03,1.07,25.6431054461,45186.5,56.62,54.8259777539
293,520,002222,福晶科技,0.15,93.5,,9.42,,6619.73,99.21,,08-19,20080319,13.454,16.62,23.5320350825,110.8,,4.21595495894,7032.99,97.71,-13.9934795116,3557.19,-331.66,135.693837577,-1535.5,-139.14,32.5544238067
294,256,600808,马钢股份,0.21,262.93,,7.98,,164339.65,262.98,,08-24,19940106,2.83,4.6,62.5441696113,21.9047619048,,4.20470847458,122889.24,-125.58,-10.1587301587,-480429.97,-2277.67,-21.4463840399,22061.6,40.32,138.69047619
295,336,002233,塔牌集团,0.35,182.05,,6.55,,31062.83,182.09,,08-08,20080516,9.199,13.24,43.9286879009,37.8285714286,,4.14512722098,45423.02,19.22,-34.8651136444,38098.67,-37.36,47.8538525963,60822.45,51.91,62.8089313107
296,829,002218,拓日新能,0.14,50.0,,3.17,,8708.87,49.63,,08-22,20080228,4.477,5.02,12.1286575832,35.8571428571,,4.09196151013,12871.21,314.38,-17.8230543319,3106.17,-677.63,17.9987004548,-537.74,-141.43,35.9540636042
297,827,600859,王府井,0.66,15.93,,5.23,,50875.65,49.77,,08-26,19940506,15.818,17.8,12.5300290808,26.9696969697,,3.97205782038,57483.4,-13.07,-18.9693150966,66124.53,3.96,24.7109180349,63607.85,-8.36,26.1321514907
298,1039,300009,安科生物,0.16,1.31,,8.31,,11573.85,35.98,,08-23,20091030,16.278,17.76,9.10431256911,111.0,,3.95197327935,19730.28,44.8,-35.7083613097,13625.47,24.04,217.519438174,10985.15,22.23,34.1295206056
299,491,601006,大秦铁路,0.51,104.0,,8.2,,762258.76,107.12,,08-30,20060801,6.868,8.75,27.402446127,17.1568627451,,3.90914006376,716848.75,-43.32,-11.8583162218,1264773.36,-10.84,-16.323024055,1418473.6,11.77,53.8919186911
300,608,600019,宝钢股份,0.28,33.33,,4.06,,616957.52,77.88,,08-25,20001212,6.147,7.39,20.2212461363,26.3928571429,,3.85139469027,896551.41,785.16,15.1123595506,101287.17,-82.51,-18.7338304672,579234.91,-0.45,75.6012827365
301,1144,002518,科士达,0.26,0.0,,7.38,,14872.94,30.77,,08-22,20101207,16.265,17.58,8.08484475868,67.6153846154,,3.80588631179,29585.85,26.75,-8.46933033202,23341.59,53.0,121.571072319,15255.85,20.43,19.0971190971
302,698,300145,中金环境,0.21,-9.74,,5.97,,24954.99,62.78,,08-15,20101209,14.465,16.92,16.9720013826,80.5714285714,,3.69903340123,50998.61,79.68,9.88301428137,28383.41,44.27,120.724346076,19674.0,23.66,4.06560809632
303,701,300146,汤臣倍健,0.4,60.0,,12.67,,58226.85,62.29,,07-31,20101215,11.663,13.64,16.951041756,34.1,,3.67470040465,53521.18,-15.78,-36.8372596805,63549.61,26.44,49.8052896317,50259.5,19.19,-27.5324828032
304,1130,002419,天虹股份,0.47,30.56,,6.59,,37484.37,31.36,,08-18,20100601,14.628,15.89,8.62729012852,33.8085106383,,3.63497686212,52411.06,-56.63,15.8469945355,120841.26,124.44,1.14546619673,53841.7,-12.52,36.961053209
305,951,000581,威孚高科,1.31,39.36,,9.84,,132592.2,40.52,,08-25,19980924,21.924,24.4,11.2935595694,18.6259541985,,3.58788562198,167222.43,10.35,-7.27457283032,151538.83,-1.56,-6.63033605813,153943.97,38.91,-11.8586843021
306,522,002640,跨境通,0.22,83.33,,7.2,,31489.79,98.87,,08-21,20111208,18.24,23.27,27.576754386,105.772727273,,3.58526600397,39376.82,133.85,10.1116812557,16838.67,403.39,244.386694387,3345.08,6.22,88.7014515496
307,266,600460,士兰微,0.07,250.0,,3.35,,8442.55,243.77,,08-15,20030311,6.2,10.42,68.064516129,148.857142857,,3.58145497631,9589.14,140.47,-29.6174367125,3987.62,-75.74,55.2520267889,16434.42,42.58,23.6434953149
308,915,603816,顾家家居,0.94,14.63,,10.83,,38798.71,42.61,,08-23,20161014,46.729,52.29,11.9005328597,55.6276595745,,3.58051194029,57505.15,15.4,59.9869898658,49831.19,17.42,,42437.05,5.14,
309,240,002451,摩恩电气,0.05,316.67,,3.33,,2137.7,292.53,,08-23,20100720,15.751,28.64,81.8297250968,572.8,,3.57486230895,870.24,-40.25,9.51122853369,1456.46,-44.87,93.7365301724,2641.82,55.47,61.3913043478
310,1058,000910,大亚圣象,0.26,30.0,,4.74,,13981.57,35.02,,08-29,19990630,19.008,20.88,9.84848484848,80.3076923077,,3.55587692308,54111.82,70.22,15.9024390244,31789.73,94.37,132.426303855,16355.42,25.4,44.3239926365
311,469,002711,欧浦智网,0.22,29.41,,14.4,,23640.98,116.0,,08-02,20140127,9.3,12.36,32.9032258065,56.1818181818,,3.52549019607,22217.11,36.77,-14.1987268198,16243.99,28.52,79.8705609028,12638.91,7.95,97.2504091653
312,968,002450,康得新,0.36,27.3,,7.74,,125494.16,39.73,,08-15,20100716,19.055,21.21,11.30936762,58.9166666667,,3.51301693737,196290.8,39.27,0.495754443331,140945.73,40.55,97.4692772339,100278.12,52.25,19.7555500125
313,565,000040,东旭蓝天,0.11,-33.53,,1.37,,15150.36,88.23,,08-31,19940808,12.28,15.38,25.2442996743,139.818181818,,3.49504645161,17537.95,182.64,-17.6170669529,6204.96,16.7,127.711579591,5316.86,-48.4,58.3837406242
314,313,002128,露天煤业,0.64,204.76,,10.58,,105146.0,202.1,,08-21,20070418,8.314,13.13,57.926389223,20.515625,,3.48891071429,82395.56,54.34,3.24102818825,53384.45,-14.63,-8.94391677974,62531.64,-31.55,18.0301614841
315,613,601233,桐昆股份,0.5,42.86,,5.5,,62046.62,77.49,,08-29,20110518,14.04,17.16,22.2222222222,34.32,,3.48705,113214.71,882.73,9.66179801609,11520.46,3.0,24.2889039899,11184.85,55.46,76.9323256613
316,795,002440,闰土股份,0.52,52.94,,6.28,,40181.81,52.19,,08-18,20100706,15.971,18.37,15.0209755181,35.3269230769,,3.47447473948,66010.42,-10.04,-11.8354954458,73378.2,-42.97,8.22032379473,128661.13,55.45,13.5771475098
317,656,000050,深天马A,0.32,69.19,,3.2,,44773.77,69.15,,08-24,19950315,18.769,22.51,19.9318024402,70.34375,,3.46932999198,56917.74,2.61,-10.9925546545,55467.55,-9.46,11.4240422721,61265.6,326.8,70.7108064225
318,549,000671,阳光城,0.08,100.0,,2.45,,32814.78,91.82,,08-24,19961218,5.522,7.0,26.7656646143,87.5,,3.43051447902,123005.98,-13.27,-37.7942998761,141820.49,7.14,63.9637975619,132371.24,103.12,50.3053858967
319,1085,002067,景兴纸业,0.22,37.5,,6.97,,23603.47,33.26,,08-26,20060915,6.6,7.24,9.69696969697,32.9090909091,,3.4299375,31882.91,2639.6,-25.1955117307,1163.78,2.08,140.671031097,1140.02,-11.75,70.9888059701
320,470,603458,勘设股份,1.57,115.07,,16.63,,14613.73,115.92,,08-29,20170809,42.28,56.88,34.5316934721,36.2292993631,,3.35691616438,16058.92,50.6,,10663.14,-29.29,,15080.96,-6.05,
321,212,000830,鲁西化工,0.33,560.0,,6.32,,55120.24,330.38,,08-16,19980807,5.59,11.12,98.9266547406,33.696969697,,3.33964593128,25259.8,-12.69,-19.3362193362,28931.38,-19.87,34.5108695652,36106.66,18.03,30.7614213198
322,513,002745,木林森,0.58,70.59,,5.66,,30612.48,100.58,,08-21,20150217,36.322,47.45,30.637079456,81.8103448276,,3.28295,47345.94,85.27,-10.508290832,25554.63,-41.09,59.5714566542,43376.23,0.25,
323,1155,002421,达实智能,0.05,-58.31,,3.63,,10355.98,30.33,,08-03,20100603,6.547,7.16,9.36306705361,143.2,,3.23932316476,27549.54,80.49,-9.59679646506,15263.33,36.08,60.044198895,11216.79,36.3,68.780305856
324,761,601238,广汽集团,0.96,54.84,,13.1,,618260.24,55.29,10派1,08-24,20120329,22.897,26.84,17.2205965847,27.9583333333,,3.21069015978,628821.59,48.57,3.57821405953,423235.19,32.85,162.292358804,318589.07,19.37,7.73360603349
325,478,601231,环旭电子,0.26,116.67,,7.17,,55603.36,110.02,,08-24,20120220,10.622,14.27,34.3438147242,54.8846153846,,3.20348804824,80558.18,16.66,-25.2918835279,69051.65,-1.55,-3.25258573762,70139.4,24.31,43.5016111708
326,1068,603167,渤海轮渡,0.49,32.43,,7.7,,23825.32,34.47,,08-29,20120906,10.598,11.74,10.7756180411,23.9591836735,,3.19888844134,22244.24,30.22,-11.4545910268,17082.59,-14.16,13.0964754795,19900.73,-14.79,35.4884137754
327,830,300166,东方国信,0.1,-16.67,,2.59,,10366.08,49.6,,08-29,20110125,12.963,15.04,16.0225256499,150.4,,3.09564179105,32790.11,43.49,-35.0908817786,22851.55,68.49,126.814310051,13562.87,50.3,97.4657995066
328,214,600260,凯乐科技,0.49,308.33,,10.96,,34629.98,330.03,,08-09,20000706,15.48,32.11,107.428940568,65.5306122449,,3.07207720988,18222.96,47.71,3.90656463955,12336.98,159.64,72.9108635097,4751.65,-39.55,14.2554037926
329,397,300136,信维通信,0.42,142.04,,18.97,,40338.72,145.74,,08-29,20101105,28.463,42.0,47.5599901627,100.0,,3.06434041516,53156.87,140.13,54.564213956,22136.88,250.9,215.379345778,6308.57,-196.15,98.3355978261
330,568,300316,晶盛机电,0.14,55.56,,4.24,,14169.68,88.16,,08-29,20120511,11.885,15.31,28.8178376104,109.357142857,,3.05921635037,20374.86,94.76,-17.7508650519,10461.49,58.96,46.9690805533,6581.06,51.68,100.366822906
331,1156,000789,万年青,0.14,30.2,,3.07,,8752.51,30.23,,08-26,19970923,7.807,8.59,10.0294607404,61.3571428571,,3.01412017879,22925.0,-7.79,-3.70050573578,24860.87,-54.79,-5.46875,54993.23,25.44,49.6161898116
332,277,603533,掌阅科技,,,,,,6802.69,231.56,,08-30,20170921,5.83,10.33,77.1869639794,,,2.99998844445,7720.96,161.14,,2956.63,-48.54,,5745.57,10.03,
333,393,601088,中国神华,1.22,147.37,14.08,7.47,2.4,2431500.0,147.41,,08-26,20071009,14.025,20.94,49.3048128342,17.1639344262,1.48721590909,2.98976898048,2271200.0,40.68,10.5723746452,1614400.0,-56.14,-24.0023966447,3680700.0,-19.42,36.6800425846
334,390,002078,太阳纸业,0.35,150.0,,10.42,,87489.2,148.15,,08-30,20061116,6.635,10.0,50.7159005275,28.5714285714,,2.92117459138,105676.18,58.52,19.7221219776,66665.54,42.2,40.1264222503,46881.46,64.71,38.093575419
335,474,000799,酒鬼酒,0.25,113.67,,4.34,,8277.14,113.62,,08-14,19970718,20.399,28.36,39.0264228639,113.44,,2.91136085919,10858.44,22.6,14.6397662133,8856.96,-190.86,22.0941402498,-9747.53,165.72,3.82560376149
