code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
601877,正泰电器,0.6,-1.64,,7.13,,125645.43,56.62,,08-31
603027,千禾味业,0.24,-38.14,,8.12,,7534.99,56.25,,08-25
600480,凌云股份,0.52,57.58,,6.6,,23463.01,56.23,,08-29
300324,旋极信息,0.14,18.46,,3.19,,15620.38,56.22,,08-29
600623,华谊集团,0.15,51.8,,1.96,,32139.8,56.09,,08-29
300575,中旗股份,0.87,17.57,,6.82,,6381.55,56.07,,08-18
603898,好莱客,0.37,54.17,,9.0,,10836.11,56.05,,08-15
603222,济民制药,0.06,50.0,,2.63,,1999.71,56.01,,08-30
600381,青海春天,0.12,56.6,,4.14,,8459.32,55.89,,08-21
000965,天保基建,0.17,54.55,,3.63,,17371.16,55.69,,08-29
300054,鼎龙股份,0.16,-28.15,,4.87,,15531.41,55.67,,08-21
300689,澄天伟业,0.52,52.94,,9.45,,2660.9,55.5,,07-27
601001,大同煤业,0.36,56.52,,11.33,,59976.42,55.31,,08-30
601238,广汽集团,0.96,54.84,,13.1,,618260.24,55.29,10派1,08-24
300107,建新股份,0.04,70.21,,2.15,,1980.62,55.12,,08-24
002405,四维图新,0.11,31.25,,2.59,,12133.68,54.85,,08-28
300367,东方网力,0.12,45.96,,3.2,,10448.53,54.81,,08-25
603385,惠达卫浴,0.38,15.15,,4.51,,10863.93,54.6,,08-28
300572,安车检测,0.58,15.62,,7.44,,3894.61,54.38,,08-26
300343,联创互联,0.22,48.35,,3.19,,13040.54,54.34,,08-18
300307,慈星股份,0.22,57.14,,4.35,,17303.42,54.31,,08-29
600307,酒钢宏兴,0.06,54.27,,3.75,,35076.9,54.29,,08-05
002509,天广中茂,0.1,0.0,,5.24,,24108.59,54.25,,08-29
603518,维格娜丝,0.3,50.0,,3.02,,4457.31,54.11,,08-25
603868,飞科电器,0.87,42.62,,17.82,,37899.07,53.93,,08-16
300138,晨光生物,0.22,12.19,,5.06,,7851.59,53.87,,08-15
300328,宜安科技,0.05,51.18,,2.84,,2105.24,53.77,,08-22
600873,梅花生物,0.2,53.85,,6.69,,62044.31,53.54,,08-22
000851,高鸿股份,0.07,43.54,,1.33,,4147.99,53.43,,08-29
600529,山东药玻,0.44,29.99,,4.26,,13211.42,53.32,,08-15
300237,美晨科技,0.29,54.37,,8.03,,23678.15,53.3,,08-29
601016,节能风电,0.06,-23.61,,3.57,,22965.86,53.23,,08-15
002290,中科新材,0.13,44.44,,2.49,,3033.45,53.23,,08-28
300217,东方电热,0.03,53.09,,2.07,,3775.46,53.18,,08-29
002670,国盛金控,0.1,-67.04,,1.3,,15068.51,53.13,,08-09
300347,泰格医药,0.24,40.71,,6.33,,11962.95,53.07,10派1,08-23
600577,精达股份,0.09,51.72,,5.8,,17286.25,53.07,10派0.5,08-02
600208,新湖中宝,0.06,61.76,,1.62,,47477.6,53.02,,08-30
002802,洪汇新材,0.35,12.9,,6.71,,3800.4,52.87,,08-15
002768,国恩股份,0.32,52.38,,8.99,,7701.15,52.81,,07-31
601222,林洋能源,0.19,-62.0,,3.87,,33674.19,52.75,,08-18
600909,华安证券,0.11,22.22,,3.38,,40647.13,52.71,,08-29
002035,华帝股份,0.41,-5.85,,12.71,,23579.59,52.63,,08-21
300021,大禹节水,0.04,-34.33,,2.11,,2896.28,52.57,,08-26
002258,利尔化学,0.28,47.37,,7.08,,14935.67,52.44,10派1,08-17
300148,天舟文化,0.13,-8.84,,2.51,,11013.98,52.4,,08-08
300648,星云股份,0.36,33.33,,6.64,,2053.36,52.3,,08-29
002440,闰土股份,0.52,52.94,,6.28,,40181.81,52.19,,08-18
600597,光明乳业,0.3,52.19,,7.11,,36630.69,52.17,,08-29
000903,云内动力,0.1,-30.66,,3.66,,16663.03,52.08,,08-31
300400,劲拓股份,0.13,-22.71,,6.94,,3068.41,52.06,,08-09
300467,迅游科技,0.18,50.0,,5.56,,3078.98,52.02,,08-08
603008,喜临门,0.24,20.0,,3.77,,9482.56,51.96,,07-29
002441,众业达,0.24,41.18,,3.71,,12927.25,51.95,,08-30
002861,瀛通通讯,0.44,37.16,,6.1,,4487.93,51.85,,08-23
300197,铁汉生态,0.18,-5.26,,5.13,,26925.76,51.8,,08-22
002493,荣盛石化,0.29,0.0,,8.34,,110308.23,51.67,,08-15
002241,歌尔股份,0.23,-25.81,,6.46,,71884.22,51.57,,08-18
000062,深圳华强,0.27,51.4,,4.89,,19566.19,51.51,,08-18
000585,东北电气,-0.02,50.99,,-10.92,,-1992.98,51.44,,08-26
600854,春兰股份,0.16,51.31,,4.1,,8090.21,51.35,,08-30
603717,天域生态,0.27,29.69,,4.47,,4046.49,51.28,,08-30
600093,易见股份,0.35,51.32,,6.09,,38738.19,51.27,,08-28
002436,兴森科技,0.07,-50.0,,4.34,,10545.67,51.26,,08-30
300190,维尔利,0.17,30.77,,2.39,,7014.21,51.19,,08-19
002320,海峡股份,0.35,29.63,,5.09,,17584.03,51.13,,08-16
002677,浙江美大,0.15,50.0,,8.9,,9916.34,51.04,,08-18
603416,信捷电气,0.46,-17.86,,7.43,,6396.38,50.94,,07-28
002358,森源电气,0.21,23.53,,4.31,,19868.12,50.93,,08-29
000998,隆平高科,0.19,45.66,,4.06,,23402.48,50.88,,08-22
300072,三聚环保,0.68,0.0,,17.63,,121298.54,50.83,,08-26
603037,凯众股份,0.65,-13.33,,12.12,,6748.98,50.54,,08-25
300668,杰恩设计,0.81,47.27,,18.04,,2601.57,50.54,,08-01
002366,台海核电,0.98,50.77,,21.36,,42581.92,50.4,,08-23
000988,华工科技,0.2,53.85,,5.44,,17613.11,50.18,,08-25
002226,江南化工,0.07,30.32,,1.72,,6304.5,50.18,,08-11
002859,洁美科技,0.89,30.88,,8.85,,8048.9,50.17,10派4转15,08-18
002404,嘉欣丝绸,0.12,50.0,,4.68,,6080.07,50.11,,08-29
603129,春风动力,0.61,52.5,4.51,14.47,0.83,6065.18,49.92,,08-17
600859,王府井,0.66,15.93,,5.23,,50875.65,49.77,,08-26
002882,金龙羽,0.21,49.14,,9.04,,7200.13,49.7,,08-25
002218,拓日新能,0.14,50.0,,3.17,,8708.87,49.63,,08-22
300166,东方国信,0.1,-16.67,,2.59,,10366.08,49.6,,08-29
002152,广电运通,0.22,-8.33,,6.16,,53226.23,49.32,,08-26
300623,捷捷微电,0.78,11.62,,8.82,,7267.45,49.25,,08-10
600526,菲达环保,0.07,75.0,,1.4,,3582.75,49.24,,08-30
300294,博雅生物,0.39,-2.5,,7.28,,15773.48,49.23,,08-08
002273,水晶光电,0.23,43.75,,5.19,,15396.61,49.14,,08-29
600459,贵研铂业,0.23,43.75,,3.26,,6107.6,49.13,,08-24
002351,漫步者,0.12,48.75,,3.93,,7012.76,48.74,10派0.5,08-22
002893,华通热力,0.86,48.28,,20.43,,7717.72,48.67,,08-07
600035,楚天高速,0.2,33.33,,6.11,,32605.67,48.64,,08-31
000639,西王食品,0.31,47.62,,7.09,,14064.8,48.62,,08-18
000786,北新建材,0.38,17.23,,6.43,,68232.43,48.51,,08-21
600452,涪陵电力,0.69,50.0,,11.5,,10964.0,48.48,,07-28
002507,涪陵榨菜,0.22,0.0,,10.46,,17195.16,48.38,,07-28
300529,健帆生物,0.36,33.33,,11.96,,14901.14,48.26,,08-29
600383,金地集团,0.26,52.94,,3.11,,115229.51,48.11,,08-30
002031,巨轮智能,0.01,48.89,,0.99,,2941.09,48.08,,08-29
603568,伟明环保,0.36,50.0,,11.95,,24631.64,48.07,,08-19
000967,盈峰环境,0.16,-34.29,,5.14,,17475.75,48.01,,08-25
002706,良信电器,0.21,-32.26,,6.96,,11112.68,47.96,,08-05
002429,兆驰股份,0.07,-47.73,,4.16,,32779.7,47.94,,08-02
002763,汇洁股份,0.82,46.43,,10.54,,17742.99,47.92,10转8,08-29
600796,钱江生化,0.12,46.25,,5.71,,3532.92,47.88,,08-18
002511,中顺洁柔,0.21,-2.58,,5.65,,15641.05,47.81,,08-18
600601,方正科技,-0.07,47.77,,-3.98,,-14533.83,47.76,,08-26
600765,中航重机,0.14,55.56,,3.05,,10847.61,47.74,,08-24
000651,格力电器,1.57,48.11,,16.14,,945248.33,47.64,,08-31
603881,数据港,0.28,16.67,,7.47,,5636.91,47.6,,08-11
600872,中炬高新,0.26,47.49,,7.25,,21055.15,47.48,,08-26
603421,鼎信通讯,0.27,35.0,,5.91,,11711.06,47.4,,08-30
603601,再升科技,0.12,-41.35,,4.03,,4465.83,47.17,,07-20
002572,索菲亚,0.32,-29.71,,7.49,,29426.23,47.16,,08-14
002716,金贵银业,0.22,37.5,,4.6,,11775.24,47.07,,08-25
601216,君正集团,0.11,-26.51,,6.54,,92431.16,46.99,,08-25
002741,光华科技,0.13,46.56,,5.84,,4750.02,46.97,,07-20
300508,维宏股份,0.69,26.55,,8.58,,3930.2,46.93,,08-04
002461,珠江啤酒,0.09,12.5,,2.34,,8370.29,46.7,,08-26
300262,巴安水务,0.27,21.91,,5.77,,11986.57,46.52,,08-29
000400,许继电气,0.16,46.37,,2.25,,16046.86,46.45,,08-25
300320,海达股份,0.21,46.05,,7.06,,6020.58,46.11,10派1.6送6转2,08-25
603025,大豪科技,0.4,48.15,,12.03,,17752.37,46.04,,08-10
002520,日发精机,0.07,40.0,,2.29,,3898.94,46.02,,08-25
300606,金太阳,0.29,9.19,,6.69,,2594.1,46.01,,08-18
300396,迪瑞医疗,0.59,43.9,,8.04,,9113.52,45.94,,08-19
002042,华孚色纺,0.48,33.33,,8.28,,43878.37,45.89,,08-25
002862,实丰文化,0.26,29.45,,4.26,,1726.11,45.88,,08-25
601368,绿城水务,0.22,45.73,,5.66,,16199.14,45.68,,08-23
000638,万方发展,0.02,44.83,,1.16,,520.63,45.67,,08-31
300055,万邦达,0.24,31.04,,3.68,,20568.66,45.65,,08-17
300659,中孚信息,0.1,42.86,,3.44,,634.78,45.61,,08-28
000530,大冷股份,0.12,-4.17,,2.95,,9826.02,45.6,,08-26
603818,曲美家居,0.22,46.67,,7.4,,10570.61,45.57,,08-16
002484,江海股份,0.11,-4.93,,2.92,,8814.71,45.55,,08-30
600125,铁龙物流,0.14,45.36,,3.6,,18375.17,45.53,,08-25
300357,我武生物,0.49,47.64,,11.33,,7873.01,45.45,,08-08
002308,威创股份,0.12,33.33,,4.33,,10375.52,45.43,,08-22
300239,东宝生物,0.03,45.3,,1.67,,1214.1,45.43,,08-25
002122,天马股份,0.03,50.0,,0.79,,3546.95,45.37,,08-29
300174,元力股份,0.12,-19.34,,5.4,,3032.59,45.21,,08-29
600715,文投控股,0.21,40.0,,7.45,,35035.92,45.14,,08-29
600297,广汇汽车,0.28,10.64,,8.16,,200221.88,45.08,,08-26
600684,珠江实业,0.32,45.45,,8.53,,22979.56,44.98,,08-23
300199,翰宇药业,0.17,41.67,,4.35,,16024.22,44.83,,08-17
002174,游族网络,0.39,44.44,,11.7,,33949.23,44.8,,08-24
300098,高新兴,0.18,44.65,,4.93,,19114.75,44.69,,08-29
000949,新乡化纤,0.04,18.24,,1.36,,4887.77,44.65,,08-11
002193,如意集团,0.07,-12.5,,0.78,,1935.5,44.64,,08-22
300409,道氏技术,0.32,45.45,,5.73,,6831.75,44.1,,07-21
601689,拓普集团,0.58,41.46,,9.78,,38702.89,44.09,,08-26
000632,三木集团,0.01,44.0,,0.4,,501.09,43.88,,08-31
002488,金固股份,-0.12,33.33,,-2.87,,-6505.07,43.85,,08-15
300103,达刚路机,0.1,43.87,,2.45,,2110.35,43.84,,08-29
603043,广州酒家,0.12,50.0,,4.56,,4106.92,43.76,,08-30
002876,三利谱,0.48,33.33,,5.86,,3061.79,43.72,,08-23
000503,海虹控股,-0.09,43.78,,-5.79,,-7998.98,43.66,,08-26
601012,隆基股份,0.62,26.53,,11.57,,123616.07,43.6,,08-30
300326,凯利泰,0.13,-27.85,,5.03,,9501.99,43.58,,08-29
000026,飞亚达A,0.2,43.29,,3.65,,8670.88,43.29,,08-15
603337,杰克股份,0.71,12.7,,7.82,,13983.25,43.27,,08-31
600970,中材国际,0.25,38.89,,6.31,,44545.81,43.26,,08-08
300631,久吾高科,0.09,22.71,,1.75,,829.05,43.2,,08-22
002266,浙富控股,0.03,44.44,,1.73,,5144.41,43.09,,08-29
601069,西部黄金,0.15,42.75,,5.29,,9261.24,42.76,,08-17
002355,兴民智通,0.08,60.0,,1.88,,4000.39,42.73,,08-05
002089,新海宜,0.04,-28.55,,2.91,,5602.07,42.67,,08-23
603816,顾家家居,0.94,14.63,,10.83,,38798.71,42.61,,08-23
002385,大北农,0.13,42.59,,5.54,,52466.44,42.56,,08-19
600167,联美控股,0.63,35.88,,13.45,,45014.52,42.56,10派1.6,08-28
000880,潍柴重机,0.08,42.35,,1.68,,2211.84,42.52,10派0.2,08-31
000751,锌业股份,0.06,42.64,,3.67,,8063.21,42.52,,08-19
002381,双箭股份,0.15,36.36,,3.8,,6286.46,42.51,,08-30
002889,东方嘉盛,0.7,42.65,,8.98,,7239.33,42.51,,08-30
603387,基蛋生物,0.91,42.19,,24.55,,8959.78,42.5,,08-30
603960,克来机电,0.2,-4.76,,5.58,,1819.2,42.37,,08-29
601811,新华文轩,0.4,29.03,,5.96,,49792.49,42.25,,08-30
002885,京泉华,0.58,41.98,,9.56,,3492.64,42.16,,08-21
000593,大通燃气,0.03,18.18,,0.84,,933.47,42.12,,08-31
300027,华谊兄弟,0.15,36.36,,4.66,,43031.37,42.12,,08-29
603996,中新科技,0.05,42.09,,1.01,,1429.44,42.02,,08-21
600806,*ST昆机,-0.29,41.39,,-45.38,,-15466.65,42.0,,08-31
600436,片仔癀,0.72,41.18,,11.68,,43319.89,41.83,,08-25
002823,凯中精密,0.26,-46.94,,7.09,,7477.27,41.83,,08-19
002185,华天科技,0.12,-45.49,,5.06,,25499.3,41.67,,08-26
600017,日照港,0.07,40.0,,2.18,,22711.28,41.59,,08-24
300177,中海达,0.06,41.58,,1.52,,2427.01,41.54,,08-19
603007,花王股份,0.22,-56.86,,8.37,,7285.21,41.54,,08-10
002126,银轮股份,0.23,43.75,,7.08,,16689.17,41.43,,08-24
002508,老板电器,0.63,8.62,,13.69,,59775.79,41.37,,07-27
002612,朗姿股份,0.14,41.35,,2.18,,5427.92,41.35,,08-22
000021,深科技,0.21,41.31,,5.68,,30743.95,41.33,,08-25
603515,欧普照明,0.45,28.57,,8.0,,25867.79,41.29,,08-25
002770,科迪乳业,0.05,-37.5,,3.7,,5843.37,41.21,,08-29
600568,中珠医疗,0.24,17.76,,2.91,,17313.53,41.12,,08-31
601390,中国中铁,0.31,38.39,,5.36,,770737.4,41.09,,08-31
300045,华力创通,0.04,37.31,,2.0,,2010.31,40.96,,08-12
000758,中色股份,0.09,40.86,,3.37,,17443.2,40.87,,08-25
300440,运达科技,0.15,-30.42,,4.87,,6685.49,40.77,,08-17
002409,雅克科技,0.12,36.11,,2.76,,4263.44,40.76,,08-26
600028,中国石化,0.22,40.88,,3.79,,2709200.0,40.74,10派1,08-28
300554,三超新材,0.44,26.6,,6.71,,1922.07,40.66,,08-25
603639,海利尔,1.29,10.26,,14.01,,14804.71,40.54,,08-29
000581,威孚高科,1.31,39.36,,9.84,,132592.2,40.52,,08-25
002107,沃华医药,0.1,42.86,,7.08,,3590.97,40.52,,08-30
000693,*ST华泽,-0.14,40.61,,-9.64,,-7487.55,40.51,,08-31
002285,世联行,0.14,40.0,,6.7,,28482.53,40.49,,08-24
600090,同济堂,0.17,0.0,,4.41,,24550.14,40.45,,08-25
002532,新界泵业,0.19,-13.64,,7.31,,9867.7,40.4,,08-30
002698,博实股份,0.06,20.0,,2.36,,4332.59,40.39,,08-29
603131,上海沪工,0.21,-47.5,,6.64,,4228.16,40.32,,08-23
000715,中兴商业,0.12,39.77,,2.82,,3445.52,40.29,,08-19
600881,亚泰集团,0.03,50.0,,0.61,,7085.36,40.29,,08-26
603313,梦百合,0.47,4.44,,6.77,,11315.93,40.28,,08-26
603936,博敏电子,0.22,40.65,,3.83,,3644.3,40.2,,08-15
002593,日上集团,0.05,-28.57,,1.76,,3256.42,40.19,,08-22
002821,凯莱英,0.55,-44.44,,6.85,,12480.27,40.19,,08-10
000415,渤海金控,0.17,39.97,,3.29,,102640.2,39.99,,08-31
000402,金融街,0.36,44.0,,3.81,,106141.91,39.91,,08-18
000839,中信国安,0.06,-44.13,,3.6,,24084.31,39.77,,08-29
002450,康得新,0.36,27.3,,7.74,,125494.16,39.73,,08-15
000979,中弘股份,0.0,22.5,,0.3,,2930.96,39.69,,08-30
300688,创业黑马,0.3,42.86,3.75,8.3,-0.27,1526.81,39.6,,08-09
002558,巨人网络,0.34,-66.99,,8.82,,69730.84,39.55,,08-25
002228,合兴包装,0.07,40.0,,4.26,,7107.17,39.51,,08-30
603015,弘讯科技,0.11,-26.67,,3.73,,4240.87,39.42,,08-29
600570,恒生电子,0.37,37.04,,9.08,,22862.41,39.36,,08-31
300341,麦迪电气,0.11,40.37,,5.4,,5431.48,39.24,,08-29
600332,白云山,0.71,10.56,11.1,6.46,0.53,115814.01,39.23,,08-21
002751,易尚展示,0.06,39.43,,1.85,,824.1,39.2,,08-31
600272,开开实业,0.07,40.0,,3.34,,1631.54,39.12,,08-25
600289,亿阳信通,0.04,24.53,,0.78,,2533.19,39.09,,07-29
002083,孚日股份,0.27,41.26,,7.57,,24373.83,39.07,10派1,08-29
000523,广州浪奇,0.03,65.0,,0.96,,1708.88,39.06,,08-26
300188,美亚柏科,0.07,34.69,,1.72,,3252.79,38.95,,08-25
300031,宝通科技,0.27,18.49,,4.88,,10677.77,38.88,,08-29
002406,远东传动,0.15,36.36,,3.94,,8686.66,38.83,,08-18
300388,国祯环保,0.2,32.47,,3.86,,6062.69,38.8,,08-25
603339,四方冷链,0.33,10.0,,5.1,,6917.06,38.79,,08-10
603320,迪贝电气,0.37,27.59,,7.37,,3056.8,38.6,,08-25
000936,华西股份,0.09,28.57,,1.7,,8252.19,38.59,,08-25
000025,特力A,0.08,38.53,,2.71,,2459.69,38.59,,08-31
000915,山大华特,0.63,6.78,,10.81,,14673.23,38.58,,07-28
600250,南纺股份,-0.08,33.33,,-6.61,,-2140.57,38.57,,08-30
300584,海辰药业,0.38,9.46,,6.47,,2937.06,38.52,,08-08
603393,新天然气,0.69,4.55,,6.06,,11050.73,38.51,,08-25
002236,大华股份,0.34,36.0,,11.29,,98300.12,38.5,,08-07
002798,帝王洁具,0.28,12.0,,4.07,,2413.02,38.48,,08-03
002472,双环传动,0.17,-32.0,,3.74,,11442.53,38.46,,08-21
603305,旭升股份,0.31,40.91,,19.63,,11043.0,38.46,,07-07
000544,中原环保,0.27,22.73,,3.34,,17543.74,38.37,,08-19
000636,风华高科,0.12,33.33,,2.45,,11168.95,38.37,,08-22
300421,力星股份,0.28,18.61,,3.13,,3644.44,38.21,,08-23
300373,扬杰科技,0.29,20.83,,6.48,,13534.08,38.21,,08-07
601200,上海环境,0.43,,,5.94,,29946.57,38.21,,08-31
600252,中恒集团,0.11,35.8,,7.09,,38654.26,38.17,,08-24
300630,普利制药,0.29,16.0,,6.51,,3122.27,38.16,,08-19
603939,益丰药房,0.43,22.0,,5.12,,15479.84,38.09,,08-18
600713,南京医药,0.13,37.36,,4.19,,11236.77,38.04,,08-19
600439,瑞贝卡,0.09,15.1,,4.43,,10522.71,38.03,,08-25
600754,锦江股份,0.43,15.81,,3.22,,41245.37,37.87,,08-31
002332,仙琚制药,0.09,-10.0,,3.61,,8116.81,37.78,,08-25
002828,贝肯能源,0.15,0.0,,1.56,,1810.81,37.6,,08-23
600073,上海梅林,0.3,37.5,,8.32,,27882.98,37.39,10派0.9,08-31
300420,五洋科技,0.09,-74.02,,3.86,,4406.62,37.3,,08-08
600735,新华锦,0.09,37.05,,4.44,,3464.47,37.21,,08-30
002080,中材科技,0.46,21.43,,4.57,,37354.06,37.05,,08-16
600382,广东明珠,0.36,0.0,,3.44,,16717.47,36.99,,08-10
002800,天顺股份,0.27,9.0,,4.75,,2005.67,36.97,,08-25
300527,华舟应急,0.21,-2.07,,5.51,,10134.15,36.96,,08-29
002182,云海金属,0.15,-31.61,,6.58,,9570.28,36.85,,07-28
600958,东方证券,0.28,16.67,,4.27,,175524.23,36.76,,08-28
603969,银龙股份,0.16,45.45,,3.89,,6268.57,36.74,,08-16
603197,保隆科技,1.02,29.53,,12.81,,9422.54,36.72,10派5,08-29
300445,康斯特,0.11,34.7,,4.39,,1844.56,36.7,,08-16
002723,金莱特,0.06,36.77,,1.83,,1186.7,36.69,,08-18
600367,红星发展,0.13,30.0,,3.59,,3912.31,36.65,,08-05
002244,滨江集团,0.3,30.43,,6.94,,92041.6,36.52,,08-18
300075,数字政通,0.16,33.33,,4.4,,6282.89,36.51,,08-26
000681,视觉中国,0.14,36.44,,4.07,,9548.81,36.5,,08-30
000002,万科A,0.66,36.19,10.2,6.22,1.98,730272.4,36.47,,08-25
600201,生物股份,0.63,26.0,,9.93,,38727.89,36.46,10转4,08-26
600774,汉商集团,0.04,35.48,,1.27,,730.2,36.43,,07-28
002871,伟隆股份,0.54,28.57,,8.56,,2890.39,36.42,,08-23
002604,龙力生物,0.1,25.0,,1.98,,6086.83,36.39,,08-22
300193,佳士科技,0.14,27.27,,3.29,,7154.67,36.38,,08-05
002203,海亮股份,0.24,36.3,,8.97,,40237.82,36.29,,08-28
600285,羚锐制药,0.23,26.97,,6.22,,13400.08,36.14,,08-30
300595,欧普康视,0.5,-40.6,,9.15,,5843.82,36.12,,08-26
603663,三祥新材,0.18,5.88,,5.4,,2353.81,36.09,,08-16
300503,昊志机电,0.14,-56.25,,4.98,,3845.74,36.03,,08-29
300009,安科生物,0.16,1.31,,8.31,,11573.85,35.98,,08-23
300482,万孚生物,0.62,-8.82,,12.24,,10924.8,35.97,,08-19
000926,福星股份,0.49,36.11,,4.72,,46248.96,35.96,,07-29
002705,新宝股份,0.25,-0.89,,6.05,,19343.74,35.91,,08-29
300050,世纪鼎利,0.15,36.36,,3.34,,7275.17,35.89,,07-28
000766,通化金马,0.13,24.52,,2.95,,12468.26,35.71,,08-18
600340,华夏幸福,1.82,33.82,,16.96,,536718.31,35.65,,08-18
000507,珠海港,0.13,35.61,,3.72,,9890.27,35.62,,08-29
600081,东风科技,0.26,35.5,,6.93,,8248.09,35.53,,08-31
300057,万顺股份,0.11,35.52,,2.01,,4711.83,35.51,,08-29
002271,东方雨虹,0.56,27.27,,9.38,,49371.89,35.49,,08-19
002492,恒基达鑫,0.1,-9.79,,3.34,,3879.54,35.33,,08-30
601158,重庆水务,0.21,31.25,,7.47,,102427.16,35.32,,08-12
603181,皇马科技,0.42,35.48,,9.12,0.59,6298.82,35.31,,08-23
000797,中国武夷,0.05,-44.44,,2.44,,5414.95,35.3,,08-31
600162,香江控股,0.1,2.0,,5.48,,33039.88,35.25,,08-26
603308,应流股份,0.13,30.0,,2.01,,5603.18,35.11,,08-30
300258,精锻科技,0.31,35.11,,8.27,,12496.72,35.11,,08-10
603678,火炬电子,0.26,-50.0,,4.91,,11640.21,35.08,,08-07
000910,大亚圣象,0.26,30.0,,4.74,,13981.57,35.02,,08-29
000070,特发信息,0.17,-32.52,,5.91,,10592.87,34.99,,08-15
002827,高争民爆,0.3,0.0,,7.29,,5590.29,34.99,,08-19
300472,新元科技,0.04,0.0,,1.04,,403.03,34.92,,08-22
002311,海大集团,0.33,32.0,,8.84,,51871.16,34.89,,08-18
300121,阳谷华泰,0.29,39.83,,11.79,,8088.15,34.86,,08-25
600232,金鹰股份,0.03,31.82,,0.91,,1070.97,34.77,,08-29
300625,三雄极光,0.36,16.84,,6.28,,8874.19,34.76,,08-29
300222,科大智能,0.15,25.0,,2.71,,10024.62,34.56,,08-29
002396,星网锐捷,0.1,34.41,,1.78,,5182.49,34.51,,08-25
603167,渤海轮渡,0.49,32.43,,7.7,,23825.32,34.47,,08-29
600115,东方航空,0.3,22.15,,8.79,,434700.0,34.46,,08-30
600986,科达股份,0.23,35.29,,4.23,,20415.87,34.44,,07-29
300006,莱美药业,0.05,25.0,,2.64,,4343.57,34.39,,08-25
603331,百达精工,0.38,35.71,,9.63,,3594.09,34.34,,08-28
300666,江丰电子,0.11,22.22,,5.07,,2058.4,34.23,,08-21
002734,利民股份,0.49,8.89,,4.91,,7897.19,33.98,,08-30
600468,百利电气,0.04,-13.16,,2.03,,3588.3,33.94,,08-29
300087,荃银高科,-0.03,50.0,,-1.31,,-855.84,33.83,,08-26
002574,明牌珠宝,0.11,37.5,,1.81,,5583.05,33.8,,08-19
300263,隆华节能,0.03,34.13,,1.01,,2465.09,33.8,,08-29
601155,新城控股,0.51,13.33,,7.44,,113922.94,33.66,,08-19
300468,四方精创,0.27,32.42,,3.25,,2803.8,33.63,,07-25
300244,迪安诊断,0.33,32.0,,8.69,,18107.73,33.59,,08-18
600681,百川能源,0.19,11.76,,8.14,,18206.07,33.57,,08-19
600690,青岛海尔,0.73,33.7,,15.47,,442706.84,33.54,,08-28
603833,欧派家居,1.05,26.51,,9.76,,41409.02,33.42,,08-29
002067,景兴纸业,0.22,37.5,,6.97,,23603.47,33.26,,08-26
603383,顶点软件,0.39,26.23,,4.82,,2626.78,33.26,,08-29
002027,分众传媒,0.29,-35.56,,29.31,,253295.49,33.23,,08-30
002348,高乐股份,0.03,33.2,,2.43,,3044.19,33.21,,08-23
601677,明泰铝业,0.37,32.14,,4.55,,18038.27,33.06,,08-22
603757,大元泵业,1.14,32.56,,20.6,,7158.04,33.06,,08-24
603203,快克股份,0.49,-23.44,,9.07,,5915.56,32.96,,08-22
000008,神州高铁,0.02,98.0,,0.65,,5572.94,32.88,,08-30
600095,哈高科,-0.03,32.52,,-1.64,,-1178.45,32.85,,08-31
000571,新大洲A,0.06,32.81,,2.19,,4845.32,32.83,,08-31
000018,神州长城,0.16,33.33,,14.39,,26860.65,32.78,,08-12
300015,爱尔眼科,0.24,-12.86,,12.19,,36203.31,32.73,,08-26
601518,吉林高速,0.1,25.0,,4.6,,12465.96,32.72,,08-24
002013,中航机电,0.07,-20.9,,2.38,,18023.38,32.69,,08-21
002410,广联达,0.13,32.29,,4.78,,14206.68,32.66,,08-25
300371,汇中股份,0.09,32.56,,2.0,,1099.44,32.56,,08-16
300610,晨化股份,0.26,-31.58,,6.76,,3749.77,32.54,,08-08
300429,强力新材,0.29,-58.79,,7.43,,7420.44,32.49,,08-29
300086,康芝药业,0.07,32.58,,1.75,,3184.09,32.43,,08-29
300447,全信股份,0.23,-22.73,,9.5,,6366.59,32.36,,08-22
000661,长春高新,1.67,12.08,,7.15,,28404.05,32.25,,08-18
603900,通灵珠宝,0.78,-1.27,,9.0,,19069.3,32.23,10转4,08-30
603196,日播时尚,0.13,25.16,,4.54,,2524.06,32.2,,08-22
000927,一汽夏利,-0.43,32.16,,-50.59,,-68564.09,32.17,,08-30
002891,中宠股份,0.57,32.56,4.6,12.84,0.82,4296.15,32.11,,08-18
603990,麦迪科技,0.17,0.0,,3.42,,1368.02,32.11,,08-01
600566,济川药业,0.72,28.39,,15.61,,58181.12,32.1,,07-28
600508,上海能源,0.52,30.0,,4.37,,37934.42,32.09,,08-24
603883,老百姓,0.72,33.33,,9.97,,19131.86,32.09,,08-30
600176,中国巨石,0.34,10.05,,8.87,,100631.72,32.08,,08-18
002019,亿帆医药,0.44,33.33,,12.65,,48097.35,32.04,,08-29
600360,华微电子,0.05,31.43,,1.67,,3418.92,32.0,,08-26
603689,皖天然气,0.2,5.26,,3.84,,6452.56,31.98,,08-29
002132,恒星科技,0.06,20.0,,2.68,,7552.84,31.98,,08-29
002433,太安堂,0.15,36.36,,2.42,,11359.92,31.97,,08-30
000887,中鼎股份,0.51,24.39,,9.22,,62404.37,31.93,,08-30
