code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
600160,巨化股份,0.25,822.22,,4.92,,52600.23,978.48,10派1,08-25
000637,茂化实华,0.1,1022.22,,5.95,,5242.35,973.53,,08-29
002530,金财互联,0.16,433.33,,2.11,,7905.87,954.66,,08-17
002724,海洋王,0.03,602.56,,1.01,,1646.08,945.74,,08-30
600862,中航高科,0.15,1400.0,,6.12,,21412.34,938.83,,08-25
600745,闻泰科技,0.27,800.0,,5.46,,17474.26,938.36,,08-30
002435,长江润发,0.31,342.86,,2.99,,15243.83,931.03,,08-28
000564,供销大集,0.06,29.05,,1.16,,34406.03,929.21,,08-31
002288,超华科技,0.03,912.12,,1.84,,3112.31,912.19,,07-26
000553,沙隆达A,0.28,906.71,,8.09,,16919.14,906.64,,08-16
600348,阳泉煤业,0.35,775.0,,5.24,,85274.5,904.14,,08-29
000613,*ST东海A,0.0,840.0,,2.29,,171.93,898.85,,08-19
600161,天坛生物,1.41,642.11,,33.89,,94521.27,875.16,,08-29
600333,长春燃气,0.02,566.67,,0.8,,1295.91,847.85,,08-30
600640,号百控股,0.18,615.02,,3.08,,12821.69,847.41,,08-26
300029,天龙光电,-0.12,812.7,,-12.97,,-2299.38,810.85,,08-23
600693,东百集团,0.1,810.53,,4.76,,9324.58,809.72,,08-19
600798,宁波海运,0.06,803.23,,2.11,,5770.75,805.2,,08-29
000514,渝开发,0.06,784.13,,1.59,,4701.37,790.76,,07-29
002045,国光电器,0.08,700.0,,2.54,,3443.11,785.15,,08-19
000426,兴业矿业,0.11,462.24,,4.14,,20594.0,779.59,,08-31
603099,长白山,-0.14,600.0,,-4.28,,-3781.49,766.33,,08-25
000901,航天科技,0.17,581.18,,1.97,,7112.04,761.68,,08-31
002037,久联发展,0.12,1100.0,,1.85,,3767.67,757.61,,08-23
601168,西部矿业,0.11,1000.0,,2.25,,26004.03,747.21,,07-28
600528,中铁工业,0.32,505.71,,5.41,,64677.41,744.66,,08-26
600400,红豆股份,0.28,600.0,,11.5,,49837.18,742.28,,08-22
600031,三一重工,0.15,738.89,,4.94,,116011.0,740.95,10派0.2,08-30
002295,精艺股份,0.15,740.68,,3.43,,3743.03,740.73,,08-22
000983,西山煤电,0.29,738.9,,5.39,,91737.25,739.33,,08-01
600584,长电科技,0.07,600.0,,1.36,,8899.23,730.69,,08-26
600282,南钢股份,0.3,730.79,,16.45,,120815.63,730.02,,08-18
000727,华东科技,-0.05,720.0,,-2.09,,-22289.45,724.38,,08-29
300094,国联水产,0.09,350.0,,3.83,,7085.66,705.54,,08-29
000683,远兴能源,0.08,700.0,,3.85,,31900.94,691.49,,08-24
002163,中航三鑫,-0.05,400.0,,-5.55,,-3973.34,684.82,,08-28
600609,金杯汽车,-0.31,672.5,,,,-33712.42,671.87,,08-24
000616,海航投资,0.03,757.14,,0.97,,3857.79,666.83,,08-31
600638,新黄浦,1.1,666.09,,15.62,,61860.6,666.02,,08-30
600251,冠农股份,0.1,667.19,,4.0,,7705.27,664.17,,08-17
300618,寒锐钴业,1.29,545.0,,22.44,,13594.4,660.81,,08-29
000420,吉林化纤,0.03,209.57,,2.1,,5725.66,655.89,,07-29
601678,滨化股份,0.3,650.0,,7.04,,36159.81,653.06,,07-21
300013,新宁物流,0.12,485.0,,2.6,,3480.95,642.11,,08-25
002316,键桥通讯,-0.1,929.0,,-4.83,,-4045.39,603.68,,08-24
600462,九有股份,0.0,540.0,,0.58,,168.68,602.1,,08-29
300288,朗玛信息,0.81,575.0,,22.23,,27335.2,598.5,,08-25
300201,海伦哲,0.03,147.75,,2.07,,2831.52,597.88,,08-08
300184,力源信息,0.29,398.78,,5.74,,15363.13,597.24,,07-27
002335,科华恒盛,1.03,505.88,,8.74,,27719.94,579.93,,08-19
600148,长春一东,0.11,583.13,,4.02,,1546.71,579.16,,08-25
601666,平煤股份,0.26,574.05,,5.32,,62557.21,574.8,,08-29
300331,苏大维格,0.16,433.33,,2.61,,3569.53,572.04,,08-25
300264,佳创视讯,-0.05,567.14,,-3.17,,-1931.02,563.66,,08-18
600549,厦门钨业,0.42,561.77,,6.75,,45304.47,562.12,,08-10
002235,安妮股份,0.09,355.0,,1.58,,3772.61,554.61,,08-24
000735,罗牛山,0.11,466.0,,3.73,,13039.98,542.7,10派0.2,08-26
600822,上海物贸,0.03,541.03,,2.31,,1237.47,541.21,,08-29
000978,桂林旅游,0.08,523.08,,1.97,,2912.61,529.79,,08-26
600667,太极实业,0.08,263.64,,2.79,,16690.78,526.85,,08-23
600966,博汇纸业,0.3,516.26,,9.38,,40536.85,516.88,,08-12
000525,红太阳,0.6,512.47,,7.1,,35073.72,512.56,,08-15
000898,鞍钢股份,0.25,514.63,,3.98,,182300.0,507.67,,08-29
300083,劲胜智能,0.21,425.0,,5.74,,30271.53,500.64,,08-29
600490,鹏欣资源,0.06,442.61,,1.95,,11315.81,498.35,,08-18
600963,岳阳林纸,0.07,438.46,,1.35,,8135.05,496.61,,08-26
000980,众泰汽车,0.12,71.43,,3.63,,22226.57,495.12,,08-22
002094,青岛金王,0.81,412.61,,16.03,,30658.93,491.95,10派0.5,08-24
603113,金能科技,0.6,500.0,,14.32,,36394.46,488.8,,08-18
603003,龙宇燃油,0.07,168.6,,0.7,,2868.78,487.05,,08-25
300143,星普医科,0.29,386.13,,3.56,,8110.36,486.47,,08-18
600673,东阳光科,0.08,500.0,,5.71,,20840.8,484.85,,08-19
000720,新能泰山,-0.12,483.17,,-12.69,,-10474.14,484.37,,08-18
000818,方大化工,0.09,473.38,,2.65,,6101.65,482.52,,08-16
600110,诺德股份,0.1,481.4,,5.96,,11505.17,481.61,,08-01
000042,中洲控股,0.23,464.76,,2.54,,15132.47,471.93,,08-29
601100,恒立液压,0.26,420.0,,4.57,,16168.3,471.11,,08-15
600701,工大高新,0.14,171.15,,3.37,,14591.06,466.25,,08-22
000713,丰乐种业,-0.08,460.56,,-1.73,,-2379.38,459.32,,08-18
600555,海航创新,-0.08,700.0,,-6.0,,-10144.19,452.51,,08-30
600567,山鹰纸业,0.18,356.03,,9.39,,82623.05,450.95,,08-10
300657,弘信电子,0.47,422.22,,7.51,,3889.26,446.69,,08-15
600188,兖州煤业,0.65,438.84,,7.1,,318914.4,438.32,,08-28
002118,紫鑫药业,0.09,200.0,,2.9,,11034.37,437.31,,08-25
300374,恒通科技,0.14,366.67,,3.45,,2821.86,431.88,,07-18
600651,飞乐音响,0.3,432.14,,7.87,,29330.37,427.3,,08-26
600782,新钢股份,0.21,157.86,,6.48,,57191.04,416.11,,08-25
300260,新莱应材,0.06,67.3,,2.0,,1249.36,416.04,,08-29
300346,南大光电,0.12,417.33,,1.56,,1871.71,416.01,,08-23
002161,远望谷,-0.03,414.04,,-1.35,,-2164.04,414.81,,08-29
000767,漳泽电力,-0.2,276.83,,-7.06,,-60052.01,414.02,,08-23
000422,湖北宜化,0.02,27.78,,0.35,,8259.05,413.43,,08-30
000723,美锦能源,0.12,184.19,,7.01,,50190.78,412.0,,08-30
000630,铜陵有色,0.02,340.0,,1.41,,23629.99,411.18,,08-28
300356,光一科技,0.07,103.5,,2.04,,2899.06,408.9,,07-29
002759,天际股份,0.3,170.64,,3.95,,13460.79,404.6,,08-16
300157,恒泰艾普,0.1,400.0,,1.87,,7093.83,403.8,,08-24
600586,金晶科技,0.07,600.0,,2.56,,10383.27,402.77,,07-29
300159,新研股份,0.06,403.28,,1.56,,9143.7,402.15,,08-10
601003,柳钢股份,0.15,401.3,,8.19,,39561.0,400.81,,08-29
002232,启明信息,0.01,390.0,,0.57,,602.43,397.52,,08-23
600235,民丰特纸,0.03,400.0,,0.83,,1046.05,396.84,,08-25
600112,*ST天成,0.06,397.48,,2.58,,3012.64,396.24,,08-24
600331,宏达股份,0.06,396.77,,2.61,,12512.2,395.15,,08-31
300366,创意信息,0.11,108.17,,2.13,,6030.93,393.17,,08-17
600475,华光股份,0.47,131.55,,6.13,,25391.34,392.1,10派1,08-28
600303,曙光股份,0.58,346.15,,13.16,,39461.31,384.32,,08-25
600171,上海贝岭,0.2,382.93,,7.01,,13366.05,382.96,,08-15
600797,浙大网新,0.18,350.0,,7.19,,16863.14,382.46,,08-29
002639,雪人股份,0.02,344.44,,0.47,,1079.75,382.25,,08-28
601258,庞大集团,0.04,300.0,,2.25,,29659.34,379.58,,08-31
300401,花园生物,0.41,355.56,,9.56,,7518.89,378.01,,08-12
002097,山河智能,0.11,376.07,,3.35,,8413.94,376.97,,08-18
600345,长江通信,0.6,361.54,,8.82,,11972.31,376.42,,08-31
002164,宁波东力,0.03,200.0,,1.37,,1507.66,373.82,,08-19
002582,好想你,0.13,30.0,,2.14,,6870.71,371.87,,08-24
000931,中关村,-0.09,322.82,,-5.42,,-6502.61,367.57,,08-19
300179,四方达,0.09,368.31,,5.35,,4093.05,367.56,,07-22
300158,振东制药,0.31,161.55,,3.03,,16122.5,367.25,,08-29
600410,华胜天成,0.14,282.51,,3.15,,15270.82,366.71,,08-29
002069,獐子岛,0.04,300.0,,2.83,,3077.47,360.16,,08-16
002092,中泰化学,0.58,230.13,,8.11,,124436.02,357.08,,08-10
002265,西仪股份,0.05,336.36,,1.68,,1491.62,355.4,,08-22
601326,秦港股份,0.12,300.0,2.4,5.25,0.3,61703.87,349.2,,08-15
000710,贝瑞基因,-0.05,360.41,,-6.67,,-736.16,348.15,,08-31
300038,梅泰诺,0.69,234.99,,3.38,,17502.64,346.7,,08-19
600746,江苏索普,0.2,344.37,,12.89,,6047.22,344.5,,08-31
000510,金路集团,0.06,336.76,,4.4,,3618.93,337.97,,08-17
000408,藏格控股,0.15,-46.7,,5.15,,31461.76,337.84,10派3,08-29
000425,徐工机械,0.08,338.89,,2.66,,55030.78,333.27,,08-31
600633,浙数文化,1.01,294.82,,18.66,,131949.32,332.62,,08-25
002659,中泰桥梁,-0.05,150.0,,-1.14,,-2531.4,332.04,,08-05
002753,永东股份,0.43,187.22,,9.53,,9529.98,330.87,,08-25
000830,鲁西化工,0.33,560.0,,6.32,,55120.24,330.38,,08-16
601011,宝泰隆,0.04,300.0,,1.39,,6092.15,330.3,,08-29
600260,凯乐科技,0.49,308.33,,10.96,,34629.98,330.03,,08-09
000055,方大集团,0.19,175.14,,9.37,,22800.33,328.93,,08-01
300461,田中精机,0.22,340.0,,4.85,,1512.92,319.22,,08-22
600997,开滦股份,0.15,275.0,,2.6,,22663.58,319.0,,08-31
002617,露笑科技,0.22,301.47,,6.85,,16007.57,318.63,,08-29
600308,华泰股份,0.25,314.75,,4.44,,29568.12,318.4,,08-12
600711,盛屯矿业,0.15,311.11,,5.39,,22196.36,310.14,,08-08
300410,正业科技,0.44,259.77,,5.15,,8171.25,309.64,,08-23
000695,滨海能源,-0.07,319.16,,-4.73,,-1516.22,309.5,,08-24
002731,萃华珠宝,0.29,314.29,,3.78,,4345.49,307.13,,08-11
000680,山推股份,0.05,307.21,,1.72,,5605.79,306.69,,08-31
300323,华灿光电,0.26,225.0,,6.08,,21602.43,306.28,,08-25
600217,中再资环,0.08,300.0,,7.79,,10384.47,305.94,,08-15
000662,天夏智慧,0.21,171.73,,3.46,,17613.6,304.69,,08-25
300061,康旗股份,0.21,90.91,,3.31,,10884.22,303.31,,08-29
300047,天源迪科,0.03,263.95,,0.57,,1121.1,303.23,,08-11
601918,新集能源,0.06,500.0,,3.31,,15363.52,302.59,,08-25
600420,现代制药,0.32,4.28,,6.1,,35726.51,302.43,,08-18
002149,西部材料,0.05,64.81,,1.17,,2010.64,301.02,,08-22
002125,湘潭电化,0.06,113.33,,2.07,,2201.43,299.21,,08-18
300073,当升科技,0.4,98.35,,10.31,,14492.31,296.77,,08-29
000688,建新矿业,0.21,293.88,,12.88,,24149.98,293.92,,08-22
002322,理工环科,0.26,333.33,,3.45,,10380.96,293.86,,08-19
603225,新凤鸣,0.96,,,13.12,,52633.16,293.6,,08-08
300004,南风股份,0.19,280.0,,3.13,,9889.88,292.99,,08-26
002379,宏创控股,0.03,208.0,,2.33,,2849.4,292.56,,08-29
002451,摩恩电气,0.05,316.67,,3.33,,2137.7,292.53,,08-23
002622,融钰集团,0.03,200.0,,2.09,,2467.55,289.87,,08-30
000159,国际实业,-0.13,289.75,,-2.8,,-6038.55,289.85,10派0.3,08-22
000573,粤宏远A,0.11,289.55,,4.01,,6962.88,288.96,,08-31
002260,德奥通航,-0.15,275.0,,-12.2,,-3970.53,288.66,,08-24
601717,郑煤机,0.1,233.33,,1.6,,16303.01,286.16,,08-26
601002,晋亿实业,0.1,243.33,,3.47,,8203.88,285.5,,08-29
000707,双环科技,0.09,280.18,,4.4,,4007.04,280.12,,08-31
000802,北京文化,0.05,186.02,,0.88,,3865.74,279.44,,08-11
000524,岭南控股,0.12,51.9,,5.26,,8055.57,278.83,,08-31
600722,金牛化工,0.03,268.24,,2.39,,2131.05,270.14,,08-03
600737,中粮糖业,0.17,270.07,,5.35,,35012.99,270.14,,08-29
600960,渤海活塞,0.13,111.0,,2.77,,12034.13,268.59,,08-31
000552,靖远煤电,0.12,265.07,,4.31,,27945.5,266.73,,08-29
002684,猛狮科技,0.09,125.0,,2.12,,4721.99,266.41,,08-25
600771,广誉远,0.22,175.0,,4.5,,7867.58,265.48,,08-22
600808,马钢股份,0.21,262.93,,7.98,,164339.65,262.98,,08-24
600111,北方稀土,0.03,258.14,,1.33,,11196.06,258.27,,08-18
600309,万华化学,1.79,184.13,,25.43,,486103.79,255.35,,08-01
600888,新疆众和,0.09,172.56,,2.19,,7198.92,253.9,,08-18
002282,博深工具,0.13,225.0,,5.52,,4520.56,253.03,,08-22
601636,旗滨集团,0.2,237.94,,8.45,,53571.5,252.72,,08-25
600502,安徽水利,0.24,166.67,,6.49,,28732.92,250.08,10派0.5,08-30
603165,荣晟环保,1.49,170.91,,24.79,,18072.94,248.2,,08-25
300215,电科院,0.07,250.0,,2.65,,5104.31,246.74,,08-10
600505,西昌电力,0.02,242.65,,0.83,,850.96,244.41,,08-30
600460,士兰微,0.07,250.0,,3.35,,8442.55,243.77,,08-15
002148,北纬科技,0.14,55.56,,6.87,,7765.46,243.73,,08-10
600438,通威股份,0.2,81.73,,6.56,,79162.24,242.31,,08-22
002463,沪电股份,0.06,200.0,,3.04,,10297.43,239.36,,08-22
002073,软控股份,0.07,250.0,,1.35,,6166.97,238.83,,08-23
002155,湖南黄金,0.14,218.59,,3.7,,16276.29,238.13,,08-29
600190,锦州港,0.04,236.38,,1.42,,8439.25,236.38,,08-25
300405,科隆股份,0.12,94.58,,1.53,,1430.37,235.61,,08-24
300261,雅本化学,0.08,230.21,,4.04,,4167.01,234.79,,08-23
000677,恒天海龙,0.0,240.0,,1.07,,289.77,234.78,,08-26
600853,龙建股份,0.04,233.96,,2.27,,1899.2,233.9,,08-31
603533,掌阅科技,,,,,,6802.69,231.56,,08-30
000628,高新发展,0.06,229.34,,2.33,,1719.29,230.65,,08-19
600527,江南高纤,0.03,229.55,,1.43,,2328.4,228.88,,08-18
002334,英威腾,0.12,222.79,,5.37,,9092.22,227.82,,08-30
600409,三友化工,0.52,227.46,,12.99,,96213.26,227.48,,08-08
002748,世龙实业,0.49,227.2,,10.74,,11866.78,227.33,,08-23
600137,浪莎股份,0.1,232.26,,2.18,,998.36,226.92,,08-22
002268,卫士通,-0.16,84.77,,-4.52,,-12443.32,226.78,,08-24
600280,中央商场,0.21,224.62,,13.15,,24279.13,226.51,,08-18
300040,九洲电气,0.23,228.57,,4.2,,7659.69,226.45,,08-26
002845,同兴达,0.78,151.61,,9.18,,7214.82,225.29,,08-31
300511,雪榕生物,0.18,80.44,,3.09,,4029.74,224.93,,08-01
300355,蒙草生态,0.25,92.31,,13.15,,39655.27,223.42,,08-25
002279,久其软件,0.07,143.84,,2.29,,5013.95,217.39,,08-30
600141,兴发集团,0.16,128.57,,1.67,,10963.25,217.28,,08-12
002537,海联金汇,0.14,-26.32,,2.67,,17788.52,216.64,,08-23
300696,爱乐达,0.7,218.18,,12.02,,3595.69,215.77,,08-09
002514,宝馨科技,0.07,250.0,,4.37,,4116.38,215.6,,08-05
000935,四川双马,0.07,230.0,,1.83,,5003.09,214.68,,08-30
300609,汇纳科技,0.11,118.8,,2.95,,1094.06,214.52,,08-15
600619,海立股份,0.13,225.0,,2.82,,11434.55,214.37,,08-19
002040,南京港,0.12,106.67,,1.98,,4617.18,213.21,,08-24
600536,中国软件,-0.34,209.09,,-8.57,,-16914.64,212.66,,08-28
600210,紫江企业,0.38,211.57,,11.76,,57170.05,211.49,,08-30
603869,北部湾旅,0.25,92.31,,2.43,,8722.01,210.77,,08-05
603232,格尔软件,0.18,200.0,,2.43,,898.06,209.03,,08-25
002168,深圳惠程,-0.08,166.67,,-5.34,,-6488.82,208.67,,08-01
300348,长亮科技,0.07,211.21,,2.01,,1888.24,208.5,,08-29
300132,青松股份,0.11,206.03,,6.27,,4109.8,205.97,,08-26
000709,河钢股份,0.12,202.56,,2.75,,125080.22,205.82,,08-30
600579,天华院,0.01,191.15,,0.3,,364.82,205.44,,08-29
002434,万里扬,0.31,121.43,,7.3,,42149.68,204.2,,08-25
000938,紫光股份,0.77,41.5,,3.34,,80649.9,203.99,,08-25
300459,金科文化,0.13,-41.36,,4.04,,20414.64,203.97,,08-22
002636,金安国纪,0.36,200.0,,14.24,,26184.39,203.21,,08-30
600219,南山铝业,0.08,-11.11,,2.32,,74153.78,202.14,,08-26
002128,露天煤业,0.64,204.76,,10.58,,105146.0,202.1,,08-21
002611,东方精工,0.17,142.86,,3.82,,13443.11,200.53,,08-25
002110,三钢闽光,0.79,44.67,,13.79,,108058.72,199.88,,08-25
300175,朗源股份,0.1,198.48,,5.65,,4639.7,198.66,,08-26
000951,中国重汽,0.71,195.83,,9.43,,47886.7,198.58,,08-31
600848,上海临港,0.17,139.86,,3.14,,19058.58,197.67,,08-29
601137,博威合金,0.23,109.09,,4.59,,14645.58,197.38,,08-22
600864,哈投股份,0.12,-25.0,,1.85,,25538.1,194.24,,08-23
002221,东华能源,0.3,150.04,,7.09,,48655.48,192.41,,08-15
002445,中南文化,0.16,166.67,,3.36,,13251.59,191.2,,08-16
000995,皇台酒业,-0.31,181.82,,,,-5462.54,190.97,,08-30
300052,中青宝,0.05,150.0,,1.07,,1204.06,190.51,,08-11
600463,空港股份,0.21,196.29,,4.36,,6221.94,189.02,,08-26
000807,云铝股份,0.06,122.22,,1.58,,14702.07,188.32,,08-28
000955,欣龙控股,-0.06,187.21,,-4.84,,-3387.7,187.95,,08-31
002075,沙钢股份,0.09,187.58,,6.68,,18902.37,187.56,,08-26
000761,本钢板材,0.17,178.33,,4.04,,52363.57,186.86,,08-25
000545,金浦钛业,0.1,225.67,,5.03,,9645.53,186.1,,08-24
600785,新华百货,0.48,186.04,,5.51,,10862.81,186.02,,08-03
600533,栖霞建设,0.06,185.4,,1.7,,6773.88,185.71,,08-25
300441,鲍斯股份,0.2,150.0,,6.05,,7327.41,185.6,,08-19
601007,金陵饭店,0.16,184.21,,3.42,,4865.87,184.11,,08-29
000886,海南高速,0.09,178.79,,3.47,,9143.3,182.55,,08-30
002233,塔牌集团,0.35,182.05,,6.55,,31062.83,182.09,,08-08
601899,紫金矿业,0.07,176.0,,5.07,,150539.94,179.63,,08-19
600868,梅雁吉祥,0.06,179.23,,4.66,,10979.36,179.07,,08-15
300506,名家汇,0.22,-3.13,,10.7,,6684.23,178.77,,08-29
002447,壹桥股份,0.04,300.0,,1.37,,3688.92,178.36,,08-31
300364,中文在线,0.08,133.44,,0.85,,2165.91,176.61,,08-04
300110,华仁药业,0.01,82.98,,0.55,,846.6,176.55,,08-31
601898,中煤能源,0.13,160.0,,1.95,,169613.7,175.17,,08-24
600328,兰太实业,0.27,173.2,,5.63,,11627.48,173.79,,08-17
300230,永利股份,0.33,23.59,,5.72,,14748.94,173.67,,08-29
600507,方大特钢,0.53,165.0,,26.41,,70455.49,172.18,,08-19
300053,欧比特,0.09,152.0,,2.77,,5496.27,171.9,,08-29
300588,熙菱信息,0.15,102.85,,4.81,,1495.4,170.55,,08-22
600702,沱牌舍得,0.18,169.0,,2.66,,6233.72,169.0,,08-24
603918,金桥信息,0.01,152.38,,0.2,,99.86,167.71,,08-30
000548,湖南投资,0.25,167.02,,7.8,,12528.21,167.08,,08-05
002499,科林环保,0.23,166.55,,6.01,,4353.26,166.7,,08-24
000778,新兴铸管,0.13,149.61,,2.7,,50104.87,165.64,,08-29
600817,*ST宏盛,-0.01,162.96,,-1.18,,-114.8,164.29,,08-31
002166,莱茵生物,0.16,166.67,,8.1,,7136.53,164.08,,08-16
300046,台基股份,0.19,163.16,,3.36,,2699.8,163.16,,07-25
000752,西藏发展,0.03,163.37,,0.89,,701.11,162.07,,08-30
300415,伊之密,0.31,47.62,,14.81,,13342.96,161.75,,08-22
300014,亿纬锂能,0.27,28.57,,11.33,,23252.93,161.37,,08-01
002101,广东鸿图,0.54,93.55,,5.39,,15306.96,160.64,,08-22
002632,道明光学,0.1,163.16,,4.0,,5811.04,159.75,,07-28
002387,黑牛食品,-0.21,159.65,,-13.89,,-9788.55,159.54,,07-25
002600,江粉磁材,0.06,20.0,,2.52,,13379.38,159.49,,08-29
603628,清源股份,0.09,80.0,,2.84,,2408.18,158.8,,08-29
601020,华钰矿业,0.24,140.0,,7.77,,12422.26,157.9,,08-16
002243,通产丽星,0.07,156.78,,1.73,,2558.73,156.99,,08-23
000821,京山轻机,0.15,150.0,,4.02,,7132.36,156.25,,08-19
